 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	48.000	64.000	-1.000	-1.000	168.000
2	1.000	2.000	44.000	101.000	4.801	2.400	150.000
3	1.000	3.000	44.000	101.000	0.000	0.000	140.000
4	1.000	4.000	49.000	84.000	2.286	1.143	147.000
5	1.000	5.000	38.000	60.000	3.406	1.703	204.000
6	1.000	6.000	34.000	47.000	1.755	0.877	230.000
7	1.000	7.000	22.000	40.000	1.792	0.896	134.000
8	1.000	8.000	25.000	27.000	1.721	0.861	200.000
9	1.000	9.000	31.000	16.000	1.616	0.808	147.000
10	1.000	10.000	35.000	15.000	0.532	0.266	186.000
11	1.000	11.000	43.000	14.000	1.040	0.520	211.000
12	1.000	12.000	47.000	12.000	0.577	0.288	194.000
13	1.000	13.000	47.000	12.000	0.000	0.000	186.000
14	1.000	14.000	93.000	31.000	6.420	3.210	194.000
15	1.000	15.000	92.000	87.000	7.225	3.613	208.000
16	1.000	16.000	49.000	107.000	6.118	3.059	137.000
17	1.000	17.000	16.000	84.000	5.189	2.594	160.000
18	1.000	18.000	16.000	84.000	0.000	0.000	160.000
19	1.000	19.000	16.000	84.000	0.000	0.000	175.000
20	1.000	20.000	16.000	84.000	0.000	0.000	103.000
21	1.000	21.000	16.000	84.000	0.000	0.000	112.000
22	1.000	22.000	10.000	69.000	2.084	1.042	143.000
23	1.000	23.000	10.000	46.000	2.967	1.484	211.000
24	1.000	24.000	30.000	13.000	4.978	2.489	154.000
25	1.000	25.000	54.000	11.000	3.107	1.553	157.000
26	1.000	26.000	60.000	11.000	0.774	0.387	154.000
27	1.000	27.000	60.000	11.000	0.000	0.000	157.000
28	1.000	28.000	80.000	21.000	2.885	1.442	197.000
29	1.000	29.000	97.000	65.000	6.085	3.042	105.000
30	1.000	30.000	96.000	63.000	0.288	0.144	191.000
31	1.000	31.000	96.000	63.000	0.000	0.000	186.000
32	1.000	32.000	24.000	90.000	9.920	4.960	191.000
33	1.000	33.000	10.000	65.000	3.696	1.848	245.000
34	1.000	34.000	10.000	64.000	0.129	0.064	226.000
35	1.000	35.000	10.000	63.000	0.129	0.064	226.000
36	1.000	36.000	10.000	63.000	0.000	0.000	222.000
37	1.000	37.000	11.000	49.000	1.811	0.905	226.000
38	1.000	38.000	29.000	17.000	4.736	2.368	140.000
39	1.000	39.000	30.000	14.000	0.408	0.204	154.000
40	1.000	40.000	34.000	12.000	0.577	0.288	120.000
41	1.000	41.000	38.000	12.000	0.516	0.258	143.000
42	1.000	42.000	44.000	12.000	0.774	0.387	109.000
43	1.000	43.000	70.000	14.000	3.364	1.682	194.000
44	1.000	44.000	85.000	24.000	2.326	1.163	134.000
45	1.000	45.000	87.000	26.000	0.365	0.182	186.000
46	1.000	46.000	93.000	31.000	1.008	0.504	150.000
47	1.000	47.000	94.000	36.000	0.658	0.329	197.000
48	1.000	48.000	103.000	55.000	2.712	1.356	208.000
49	1.000	49.000	89.000	90.000	4.863	2.431	172.000
50	1.000	50.000	56.000	107.000	4.789	2.394	124.000
51	1.000	51.000	26.000	97.000	4.079	2.040	200.000
52	1.000	52.000	25.000	95.000	0.288	0.144	127.000
53	1.000	53.000	25.000	95.000	0.000	0.000	147.000
54	1.000	54.000	24.000	77.000	2.326	1.163	208.000
55	1.000	55.000	24.000	77.000	0.000	0.000	222.000
56	1.000	56.000	24.000	77.000	0.000	0.000	214.000
57	1.000	57.000	9.000	36.000	5.632	2.816	140.000
58	1.000	58.000	31.000	14.000	4.014	2.007	130.000
59	1.000	59.000	39.000	12.000	1.064	0.532	137.000
60	1.000	60.000	47.000	13.000	1.040	0.520	186.000
61	1.000	61.000	58.000	14.000	1.425	0.712	168.000
62	1.000	62.000	59.000	14.000	0.129	0.064	150.000
