 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	88.000	24.000	-1.000	-1.000	103.000
2	1.000	2.000	88.000	24.000	0.000	0.000	105.000
3	1.000	3.000	88.000	24.000	0.000	0.000	100.000
4	1.000	4.000	88.000	24.000	0.000	0.000	116.000
5	1.000	5.000	88.000	24.000	0.000	0.000	107.000
6	1.000	6.000	88.000	24.000	0.000	0.000	103.000
7	1.000	7.000	88.000	24.000	0.000	0.000	112.000
8	1.000	8.000	88.000	24.000	0.000	0.000	173.000
9	1.000	9.000	91.000	80.000	7.234	3.617	159.000
10	1.000	10.000	90.000	81.000	0.182	0.091	128.000
11	1.000	11.000	90.000	81.000	0.000	0.000	112.000
12	1.000	12.000	90.000	81.000	0.000	0.000	125.000
13	1.000	13.000	90.000	81.000	0.000	0.000	118.000
14	1.000	14.000	90.000	81.000	0.000	0.000	125.000
15	1.000	15.000	90.000	81.000	0.000	0.000	121.000
16	1.000	16.000	90.000	81.000	0.000	0.000	125.000
17	1.000	17.000	90.000	81.000	0.000	0.000	125.000
18	1.000	18.000	90.000	81.000	0.000	0.000	118.000
19	1.000	19.000	90.000	81.000	0.000	0.000	116.000
20	1.000	20.000	90.000	81.000	0.000	0.000	121.000
21	1.000	21.000	90.000	81.000	0.000	0.000	116.000
22	1.000	22.000	90.000	81.000	0.000	0.000	121.000
23	1.000	23.000	90.000	81.000	0.000	0.000	109.000
24	1.000	24.000	90.000	81.000	0.000	0.000	125.000
25	1.000	25.000	90.000	81.000	0.000	0.000	118.000
26	1.000	26.000	90.000	81.000	0.000	0.000	118.000
27	1.000	27.000	90.000	81.000	0.000	0.000	116.000
28	1.000	28.000	90.000	81.000	0.000	0.000	112.000
29	1.000	29.000	90.000	81.000	0.000	0.000	116.000
30	1.000	30.000	90.000	81.000	0.000	0.000	116.000
31	1.000	31.000	90.000	81.000	0.000	0.000	118.000
32	1.000	32.000	90.000	76.000	0.645	0.322	112.000
33	1.000	33.000	90.000	76.000	0.000	0.000	109.000
34	1.000	34.000	90.000	76.000	0.000	0.000	118.000
35	1.000	35.000	90.000	76.000	0.000	0.000	109.000
36	1.000	36.000	90.000	76.000	0.000	0.000	112.000
37	1.000	37.000	90.000	76.000	0.000	0.000	112.000
38	1.000	38.000	90.000	76.000	0.000	0.000	112.000
39	1.000	39.000	90.000	76.000	0.000	0.000	105.000
40	1.000	40.000	90.000	76.000	0.000	0.000	121.000
41	1.000	41.000	90.000	76.000	0.000	0.000	109.000
42	1.000	42.000	90.000	76.000	0.000	0.000	114.000
43	1.000	43.000	90.000	76.000	0.000	0.000	114.000
44	1.000	44.000	90.000	76.000	0.000	0.000	114.000
45	1.000	45.000	90.000	76.000	0.000	0.000	109.000
46	1.000	46.000	90.000	76.000	0.000	0.000	114.000
47	1.000	47.000	90.000	76.000	0.000	0.000	121.000
48	1.000	48.000	90.000	76.000	0.000	0.000	215.000
49	1.000	49.000	86.000	68.000	1.154	0.577	116.000
50	1.000	50.000	86.000	68.000	0.000	0.000	125.000
51	1.000	51.000	86.000	68.000	0.000	0.000	128.000
52	1.000	52.000	86.000	68.000	0.000	0.000	125.000
53	1.000	53.000	86.000	68.000	0.000	0.000	121.000
54	1.000	54.000	86.000	68.000	0.000	0.000	116.000
55	1.000	55.000	86.000	68.000	0.000	0.000	128.000
56	1.000	56.000	86.000	68.000	0.000	0.000	125.000
57	1.000	57.000	86.000	68.000	0.000	0.000	118.000
58	1.000	58.000	86.000	68.000	0.000	0.000	131.000
59	1.000	59.000	86.000	68.000	0.000	0.000	125.000
60	1.000	60.000	86.000	68.000	0.000	0.000	125.000
61	1.000	61.000	86.000	68.000	0.000	0.000	128.000
62	1.000	62.000	86.000	68.000	0.000	0.000	134.000
