 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	18.000	26.000	-1.000	-1.000	94.000
2	1.000	2.000	23.000	21.000	0.912	0.456	161.000
3	1.000	3.000	31.000	14.000	1.371	0.686	168.000
4	1.000	4.000	45.000	6.000	2.080	1.040	98.000
5	1.000	5.000	52.000	7.000	0.912	0.456	150.000
6	1.000	6.000	67.000	8.000	1.939	0.970	198.000
7	1.000	7.000	79.000	13.000	1.677	0.838	161.000
8	1.000	8.000	97.000	39.000	4.079	2.040	123.000
9	1.000	9.000	94.000	67.000	3.633	1.816	145.000
10	1.000	10.000	81.000	82.000	2.561	1.280	161.000
11	1.000	11.000	75.000	87.000	1.008	0.504	176.000
12	1.000	12.000	70.000	89.000	0.695	0.347	194.000
13	1.000	13.000	23.000	85.000	6.085	3.042	133.000
14	1.000	14.000	14.000	66.000	2.712	1.356	119.000
15	1.000	15.000	14.000	60.000	0.774	0.387	164.000
16	1.000	16.000	13.000	39.000	2.712	1.356	130.000
17	1.000	17.000	14.000	36.000	0.408	0.204	136.000
18	1.000	18.000	24.000	18.000	2.656	1.328	116.000
19	1.000	19.000	27.000	16.000	0.465	0.233	136.000
20	1.000	20.000	69.000	7.000	5.541	2.770	172.000
21	1.000	21.000	69.000	7.000	0.000	0.000	168.000
22	1.000	22.000	73.000	9.000	0.577	0.288	168.000
23	1.000	23.000	83.000	12.000	1.347	0.673	158.000
24	1.000	24.000	82.000	12.000	0.129	0.064	164.000
25	1.000	25.000	87.000	24.000	1.677	0.838	194.000
26	1.000	26.000	96.000	38.000	2.147	1.073	142.000
27	1.000	27.000	96.000	38.000	0.000	0.000	164.000
28	1.000	28.000	96.000	38.000	0.000	0.000	119.000
29	1.000	29.000	96.000	38.000	0.000	0.000	139.000
30	1.000	30.000	96.000	38.000	0.000	0.000	145.000
31	1.000	31.000	96.000	38.000	0.000	0.000	136.000
32	1.000	32.000	53.000	4.000	7.072	3.536	121.000
33	1.000	33.000	53.000	4.000	0.000	0.000	123.000
34	1.000	34.000	53.000	4.000	0.000	0.000	116.000
35	1.000	35.000	53.000	4.000	0.000	0.000	133.000
36	1.000	36.000	53.000	4.000	0.000	0.000	121.000
37	1.000	37.000	53.000	4.000	0.000	0.000	121.000
38	1.000	38.000	53.000	4.000	0.000	0.000	119.000
39	1.000	39.000	54.000	4.000	0.129	0.064	123.000
40	1.000	40.000	54.000	4.000	0.000	0.000	119.000
41	1.000	41.000	54.000	4.000	0.000	0.000	123.000
42	1.000	42.000	56.000	4.000	0.258	0.129	130.000
43	1.000	43.000	59.000	4.000	0.387	0.194	182.000
44	1.000	44.000	60.000	4.000	0.129	0.064	182.000
45	1.000	45.000	74.000	8.000	1.878	0.939	179.000
46	1.000	46.000	87.000	16.000	1.969	0.985	179.000
47	1.000	47.000	87.000	16.000	0.000	0.000	150.000
48	1.000	48.000	87.000	16.000	0.000	0.000	172.000
49	1.000	49.000	95.000	29.000	1.969	0.985	201.000
50	1.000	50.000	99.000	45.000	2.128	1.064	164.000
51	1.000	51.000	96.000	66.000	2.737	1.368	133.000
52	1.000	52.000	88.000	76.000	1.652	0.826	154.000
53	1.000	53.000	88.000	76.000	0.000	0.000	161.000
54	1.000	54.000	76.000	87.000	2.100	1.050	113.000
55	1.000	55.000	76.000	87.000	0.000	0.000	105.000
56	1.000	56.000	59.000	91.000	2.253	1.126	150.000
57	1.000	57.000	41.000	90.000	2.326	1.163	121.000
58	1.000	58.000	21.000	76.000	3.149	1.575	130.000
59	1.000	59.000	14.000	36.000	5.238	2.619	107.000
60	1.000	60.000	15.000	34.000	0.288	0.144	98.000
61	1.000	61.000	19.000	25.000	1.271	0.635	111.000
62	1.000	62.000	19.000	25.000	0.000	0.000	116.000
