 	---	---	---	---	---	---	---
1	27.000	1.000	34.000	86.000	-1.000	-1.000	119.000
2	27.000	2.000	34.000	86.000	0.000	0.000	131.000
3	27.000	3.000	34.000	86.000	0.000	0.000	117.000
4	27.000	4.000	28.000	78.000	1.290	0.645	134.000
5	27.000	5.000	28.000	77.000	0.129	0.064	114.000
6	27.000	6.000	28.000	77.000	0.000	0.000	192.000
7	27.000	7.000	17.000	44.000	4.487	2.244	140.000
8	27.000	8.000	17.000	44.000	0.000	0.000	151.000
9	27.000	9.000	17.000	44.000	0.000	0.000	137.000
10	27.000	10.000	17.000	44.000	0.000	0.000	151.000
11	27.000	11.000	17.000	44.000	0.000	0.000	137.000
12	27.000	12.000	17.000	44.000	0.000	0.000	137.000
13	27.000	13.000	17.000	44.000	0.000	0.000	143.000
14	27.000	14.000	17.000	44.000	0.000	0.000	140.000
15	27.000	15.000	17.000	44.000	0.000	0.000	140.000
16	27.000	16.000	17.000	44.000	0.000	0.000	143.000
17	27.000	17.000	17.000	44.000	0.000	0.000	147.000
18	27.000	18.000	17.000	44.000	0.000	0.000	164.000
19	27.000	19.000	35.000	17.000	4.186	2.093	108.000
20	27.000	20.000	35.000	17.000	0.000	0.000	112.000
21	27.000	21.000	35.000	17.000	0.000	0.000	117.000
22	27.000	22.000	40.000	11.000	1.008	0.504	119.000
23	27.000	23.000	66.000	11.000	3.354	1.677	147.000
24	27.000	24.000	79.000	39.000	3.982	1.991	147.000
25	27.000	25.000	86.000	72.000	4.352	2.176	124.000
26	27.000	26.000	86.000	72.000	0.000	0.000	147.000
27	27.000	27.000	86.000	71.000	0.129	0.064	124.000
28	27.000	28.000	86.000	71.000	0.000	0.000	127.000
29	27.000	29.000	86.000	71.000	0.000	0.000	127.000
30	27.000	30.000	86.000	71.000	0.000	0.000	110.000
31	27.000	31.000	71.000	91.000	3.225	1.612	147.000
32	27.000	32.000	70.000	88.000	0.408	0.204	124.000
33	27.000	33.000	70.000	88.000	0.000	0.000	131.000
34	27.000	34.000	70.000	88.000	0.000	0.000	124.000
35	27.000	35.000	70.000	88.000	0.000	0.000	127.000
36	27.000	36.000	70.000	88.000	0.000	0.000	121.000
37	27.000	37.000	92.000	72.000	3.509	1.755	151.000
38	27.000	38.000	101.000	41.000	4.164	2.082	151.000
39	27.000	39.000	95.000	22.000	2.570	1.285	179.000
40	27.000	40.000	78.000	8.000	2.841	1.420	121.000
41	27.000	41.000	72.000	7.000	0.785	0.392	168.000
42	27.000	42.000	66.000	6.000	0.785	0.392	157.000
43	27.000	43.000	66.000	6.000	0.000	0.000	160.000
44	27.000	44.000	21.000	32.000	6.704	3.352	112.000
45	27.000	45.000	21.000	32.000	0.000	0.000	112.000
46	27.000	46.000	21.000	33.000	0.129	0.064	108.000
47	27.000	47.000	37.000	76.000	5.919	2.959	164.000
48	27.000	48.000	43.000	82.000	1.095	0.547	124.000
49	27.000	49.000	49.000	87.000	1.008	0.504	75.000
50	27.000	50.000	49.000	87.000	0.000	0.000	77.000
51	27.000	51.000	82.000	83.000	4.288	2.144	121.000
52	27.000	52.000	91.000	75.000	1.553	0.777	183.000
53	27.000	53.000	98.000	31.000	5.747	2.874	168.000
54	27.000	54.000	85.000	11.000	3.077	1.539	154.000
55	27.000	55.000	82.000	9.000	0.465	0.233	143.000
56	27.000	56.000	82.000	9.000	0.000	0.000	140.000
57	27.000	57.000	53.000	6.000	3.761	1.880	151.000
58	27.000	58.000	46.000	7.000	0.912	0.456	121.000
59	27.000	59.000	24.000	33.000	4.394	2.197	131.000
60	27.000	60.000	24.000	33.000	0.000	0.000	137.000
61	27.000	61.000	24.000	33.000	0.000	0.000	137.000
62	27.000	62.000	24.000	33.000	0.000	0.000	131.000
