 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	89.000	78.000	-1.000	-1.000	120.000
2	1.000	2.000	55.000	100.000	5.224	2.612	133.000
3	1.000	3.000	34.000	93.000	2.856	1.428	168.000
4	1.000	4.000	17.000	74.000	3.289	1.644	153.000
5	1.000	5.000	12.000	57.000	2.286	1.143	131.000
6	1.000	6.000	12.000	56.000	0.129	0.064	140.000
7	1.000	7.000	18.000	34.000	2.942	1.471	133.000
8	1.000	8.000	18.000	31.000	0.387	0.194	114.000
9	1.000	9.000	20.000	30.000	0.288	0.144	133.000
10	1.000	10.000	32.000	19.000	2.100	1.050	140.000
11	1.000	11.000	33.000	18.000	0.182	0.091	118.000
12	1.000	12.000	46.000	12.000	1.847	0.923	88.000
13	1.000	13.000	91.000	34.000	6.462	3.231	171.000
14	1.000	14.000	94.000	58.000	3.120	1.560	251.000
15	1.000	15.000	90.000	77.000	2.505	1.252	146.000
16	1.000	16.000	87.000	79.000	0.465	0.233	143.000
17	1.000	17.000	69.000	95.000	3.107	1.553	150.000
18	1.000	18.000	68.000	95.000	0.129	0.064	161.000
19	1.000	19.000	67.000	97.000	0.288	0.144	123.000
20	1.000	20.000	66.000	97.000	0.129	0.064	168.000
21	1.000	21.000	66.000	97.000	0.000	0.000	114.000
22	1.000	22.000	62.000	98.000	0.532	0.266	184.000
23	1.000	23.000	61.000	98.000	0.129	0.064	187.000
24	1.000	24.000	37.000	100.000	3.107	1.553	140.000
25	1.000	25.000	37.000	99.000	0.129	0.064	123.000
26	1.000	26.000	35.000	97.000	0.365	0.182	118.000
27	1.000	27.000	34.000	96.000	0.182	0.091	136.000
28	1.000	28.000	31.000	86.000	1.347	0.673	184.000
29	1.000	29.000	12.000	70.000	3.204	1.602	111.000
30	1.000	30.000	6.000	53.000	2.326	1.163	118.000
31	1.000	31.000	12.000	37.000	2.204	1.102	146.000
32	1.000	32.000	84.000	46.000	9.360	4.680	199.000
33	1.000	33.000	83.000	46.000	0.129	0.064	190.000
34	1.000	34.000	83.000	46.000	0.000	0.000	190.000
35	1.000	35.000	91.000	63.000	2.424	1.212	180.000
36	1.000	36.000	91.000	63.000	0.000	0.000	171.000
37	1.000	37.000	86.000	78.000	2.040	1.020	126.000
38	1.000	38.000	85.000	80.000	0.288	0.144	157.000
39	1.000	39.000	80.000	87.000	1.110	0.555	136.000
40	1.000	40.000	57.000	97.000	3.235	1.618	140.000
41	1.000	41.000	36.000	95.000	2.721	1.361	128.000
42	1.000	42.000	12.000	69.000	4.564	2.282	123.000
43	1.000	43.000	11.000	54.000	1.939	0.970	146.000
44	1.000	44.000	11.000	43.000	1.419	0.710	114.000
45	1.000	45.000	11.000	41.000	0.258	0.129	118.000
46	1.000	46.000	27.000	20.000	3.406	1.703	140.000
47	1.000	47.000	44.000	13.000	2.372	1.186	199.000
48	1.000	48.000	73.000	32.000	4.472	2.236	230.000
49	1.000	49.000	84.000	58.000	3.642	1.821	176.000
50	1.000	50.000	84.000	58.000	0.000	0.000	184.000
51	1.000	51.000	84.000	58.000	0.000	0.000	190.000
52	1.000	52.000	74.000	89.000	4.202	2.101	171.000
53	1.000	53.000	74.000	89.000	0.000	0.000	176.000
54	1.000	54.000	71.000	90.000	0.408	0.204	180.000
55	1.000	55.000	62.000	95.000	1.328	0.664	165.000
56	1.000	56.000	62.000	95.000	0.000	0.000	176.000
57	1.000	57.000	41.000	96.000	2.712	1.356	140.000
58	1.000	58.000	12.000	67.000	5.291	2.645	131.000
59	1.000	59.000	10.000	60.000	0.939	0.470	104.000
60	1.000	60.000	14.000	36.000	3.139	1.569	136.000
61	1.000	61.000	16.000	32.000	0.577	0.288	140.000
62	1.000	62.000	32.000	15.000	3.012	1.506	131.000
