 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	53.000	106.000	-1.000	-1.000	150.000
2	1.000	2.000	49.000	105.000	0.532	0.266	137.000
3	1.000	3.000	49.000	105.000	0.000	0.000	117.000
4	1.000	4.000	48.000	105.000	0.129	0.064	117.000
5	1.000	5.000	48.000	103.000	0.258	0.129	117.000
6	1.000	6.000	43.000	102.000	0.658	0.329	129.000
7	1.000	7.000	42.000	102.000	0.129	0.064	169.000
8	1.000	8.000	23.000	94.000	2.659	1.330	148.000
9	1.000	9.000	19.000	88.000	0.930	0.465	179.000
10	1.000	10.000	11.000	74.000	2.080	1.040	150.000
11	1.000	11.000	11.000	72.000	0.258	0.129	160.000
12	1.000	12.000	10.000	52.000	2.583	1.292	206.000
13	1.000	13.000	14.000	38.000	1.878	0.939	226.000
14	1.000	14.000	14.000	38.000	0.000	0.000	241.000
15	1.000	15.000	14.000	38.000	0.000	0.000	251.000
16	1.000	16.000	14.000	38.000	0.000	0.000	251.000
17	1.000	17.000	14.000	37.000	0.129	0.064	237.000
18	1.000	18.000	19.000	29.000	1.217	0.608	214.000
19	1.000	19.000	25.000	24.000	1.008	0.504	176.000
20	1.000	20.000	26.000	23.000	0.182	0.091	192.000
21	1.000	21.000	30.000	19.000	0.730	0.365	210.000
22	1.000	22.000	30.000	18.000	0.129	0.064	176.000
23	1.000	23.000	31.000	18.000	0.129	0.064	132.000
24	1.000	24.000	31.000	18.000	0.000	0.000	137.000
25	1.000	25.000	52.000	12.000	2.817	1.409	182.000
26	1.000	26.000	53.000	12.000	0.129	0.064	179.000
27	1.000	27.000	53.000	12.000	0.000	0.000	176.000
28	1.000	28.000	42.000	21.000	1.833	0.917	155.000
29	1.000	29.000	42.000	37.000	2.064	1.032	237.000
30	1.000	30.000	47.000	53.000	2.162	1.081	160.000
31	1.000	31.000	53.000	81.000	3.694	1.847	206.000
32	1.000	32.000	66.000	100.000	2.970	1.485	155.000
33	1.000	33.000	66.000	100.000	0.000	0.000	185.000
34	1.000	34.000	66.000	100.000	0.000	0.000	176.000
35	1.000	35.000	80.000	94.000	1.965	0.982	199.000
36	1.000	36.000	80.000	94.000	0.000	0.000	189.000
37	1.000	37.000	80.000	94.000	0.000	0.000	185.000
38	1.000	38.000	80.000	81.000	1.677	0.838	221.000
39	1.000	39.000	84.000	75.000	0.930	0.465	221.000
40	1.000	40.000	86.000	57.000	2.336	1.168	241.000
41	1.000	41.000	86.000	57.000	0.000	0.000	237.000
42	1.000	42.000	87.000	42.000	1.939	0.970	202.000
43	1.000	43.000	87.000	28.000	1.806	0.903	179.000
44	1.000	44.000	77.000	20.000	1.652	0.826	189.000
45	1.000	45.000	77.000	20.000	0.000	0.000	189.000
46	1.000	46.000	55.000	14.000	2.942	1.471	218.000
47	1.000	47.000	55.000	14.000	0.000	0.000	202.000
48	1.000	48.000	49.000	15.000	0.785	0.392	202.000
49	1.000	49.000	48.000	16.000	0.182	0.091	214.000
50	1.000	50.000	42.000	17.000	0.785	0.392	214.000
51	1.000	51.000	42.000	17.000	0.000	0.000	221.000
52	1.000	52.000	27.000	27.000	2.326	1.163	230.000
53	1.000	53.000	27.000	27.000	0.000	0.000	218.000
54	1.000	54.000	16.000	41.000	2.297	1.148	192.000
55	1.000	55.000	16.000	41.000	0.000	0.000	202.000
56	1.000	56.000	16.000	41.000	0.000	0.000	176.000
57	1.000	57.000	14.000	53.000	1.569	0.785	226.000
58	1.000	58.000	13.000	66.000	1.682	0.841	185.000
59	1.000	59.000	13.000	69.000	0.387	0.194	189.000
60	1.000	60.000	13.000	73.000	0.516	0.258	169.000
61	1.000	61.000	13.000	73.000	0.000	0.000	158.000
62	1.000	62.000	16.000	79.000	0.865	0.433	135.000
