 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	13.000	69.000	-1.000	-1.000	193.000
2	1.000	2.000	17.000	50.000	2.505	1.252	212.000
3	1.000	3.000	51.000	23.000	5.601	2.800	237.000
4	1.000	4.000	58.000	23.000	0.903	0.452	229.000
5	1.000	5.000	61.000	25.000	0.465	0.233	229.000
6	1.000	6.000	78.000	33.000	2.424	1.212	233.000
7	1.000	7.000	87.000	54.000	2.947	1.474	224.000
8	1.000	8.000	88.000	55.000	0.182	0.091	203.000
9	1.000	9.000	92.000	64.000	1.271	0.635	166.000
10	1.000	10.000	85.000	90.000	3.473	1.737	122.000
11	1.000	11.000	59.000	103.000	3.750	1.875	203.000
12	1.000	12.000	16.000	83.000	6.118	3.059	189.000
13	1.000	13.000	15.000	77.000	0.785	0.392	250.000
14	1.000	14.000	14.000	55.000	2.841	1.420	255.000
15	1.000	15.000	14.000	55.000	0.000	0.000	250.000
16	1.000	16.000	14.000	55.000	0.000	0.000	255.000
17	1.000	17.000	23.000	41.000	2.147	1.073	250.000
18	1.000	18.000	47.000	18.000	4.288	2.144	199.000
19	1.000	19.000	52.000	22.000	0.826	0.413	229.000
20	1.000	20.000	75.000	35.000	3.408	1.704	245.000
21	1.000	21.000	88.000	51.000	2.659	1.330	203.000
22	1.000	22.000	88.000	51.000	0.000	0.000	155.000
23	1.000	23.000	88.000	51.000	0.000	0.000	233.000
24	1.000	24.000	92.000	63.000	1.632	0.816	166.000
25	1.000	25.000	92.000	65.000	0.258	0.129	219.000
26	1.000	26.000	91.000	70.000	0.658	0.329	196.000
27	1.000	27.000	89.000	79.000	1.189	0.595	212.000
28	1.000	28.000	85.000	87.000	1.154	0.577	233.000
29	1.000	29.000	85.000	88.000	0.129	0.064	199.000
30	1.000	30.000	65.000	104.000	3.304	1.652	196.000
31	1.000	31.000	55.000	94.000	1.824	0.912	173.000
32	1.000	32.000	30.000	63.000	5.137	2.569	241.000
33	1.000	33.000	15.000	68.000	2.040	1.020	255.000
34	1.000	34.000	15.000	68.000	0.000	0.000	255.000
35	1.000	35.000	15.000	68.000	0.000	0.000	250.000
36	1.000	36.000	17.000	54.000	1.824	0.912	245.000
37	1.000	37.000	24.000	44.000	1.575	0.787	250.000
38	1.000	38.000	33.000	29.000	2.257	1.128	208.000
39	1.000	39.000	54.000	23.000	2.817	1.409	224.000
40	1.000	40.000	77.000	28.000	3.036	1.518	208.000
41	1.000	41.000	88.000	39.000	2.007	1.003	155.000
42	1.000	42.000	88.000	43.000	0.516	0.258	245.000
43	1.000	43.000	96.000	71.000	3.757	1.878	142.000
44	1.000	44.000	80.000	99.000	4.160	2.080	124.000
45	1.000	45.000	74.000	104.000	1.008	0.504	90.000
46	1.000	46.000	36.000	102.000	4.909	2.454	203.000
47	1.000	47.000	20.000	92.000	2.434	1.217	169.000
48	1.000	48.000	20.000	91.000	0.129	0.064	182.000
49	1.000	49.000	31.000	32.000	7.742	3.871	219.000
50	1.000	50.000	31.000	32.000	0.000	0.000	255.000
51	1.000	51.000	39.000	31.000	1.040	0.520	250.000
52	1.000	52.000	43.000	30.000	0.532	0.266	245.000
53	1.000	53.000	53.000	30.000	1.290	0.645	193.000
54	1.000	54.000	59.000	33.000	0.865	0.433	176.000
55	1.000	55.000	73.000	45.000	2.379	1.189	219.000
56	1.000	56.000	85.000	55.000	2.015	1.008	186.000
57	1.000	57.000	93.000	64.000	1.553	0.777	173.000
58	1.000	58.000	94.000	74.000	1.296	0.648	179.000
59	1.000	59.000	87.000	94.000	2.733	1.367	97.000
60	1.000	60.000	71.000	104.000	2.434	1.217	196.000
61	1.000	61.000	70.000	105.000	0.182	0.091	182.000
62	1.000	62.000	69.000	106.000	0.182	0.091	148.000
