 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	68.000	71.000	-1.000	-1.000	172.000
2	1.000	2.000	68.000	71.000	0.000	0.000	180.000
3	1.000	3.000	68.000	71.000	0.000	0.000	176.000
4	1.000	4.000	68.000	71.000	0.000	0.000	172.000
5	1.000	5.000	68.000	71.000	0.000	0.000	176.000
6	1.000	6.000	68.000	71.000	0.000	0.000	176.000
7	1.000	7.000	68.000	71.000	0.000	0.000	162.000
8	1.000	8.000	68.000	71.000	0.000	0.000	172.000
9	1.000	9.000	68.000	71.000	0.000	0.000	172.000
10	1.000	10.000	68.000	71.000	0.000	0.000	180.000
11	1.000	11.000	68.000	71.000	0.000	0.000	168.000
12	1.000	12.000	68.000	71.000	0.000	0.000	184.000
13	1.000	13.000	68.000	71.000	0.000	0.000	188.000
14	1.000	14.000	68.000	71.000	0.000	0.000	184.000
15	1.000	15.000	77.000	64.000	1.471	0.735	231.000
16	1.000	16.000	77.000	62.000	0.258	0.129	210.000
17	1.000	17.000	77.000	62.000	0.000	0.000	215.000
18	1.000	18.000	90.000	42.000	3.077	1.539	249.000
19	1.000	19.000	90.000	41.000	0.129	0.064	235.000
20	1.000	20.000	90.000	39.000	0.258	0.129	215.000
21	1.000	21.000	90.000	36.000	0.387	0.194	152.000
22	1.000	22.000	88.000	32.000	0.577	0.288	134.000
23	1.000	23.000	88.000	32.000	0.000	0.000	154.000
24	1.000	24.000	88.000	32.000	0.000	0.000	140.000
25	1.000	25.000	88.000	32.000	0.000	0.000	121.000
26	1.000	26.000	88.000	32.000	0.000	0.000	128.000
27	1.000	27.000	88.000	32.000	0.000	0.000	146.000
28	1.000	28.000	88.000	32.000	0.000	0.000	123.000
29	1.000	29.000	74.000	19.000	2.465	1.232	210.000
30	1.000	30.000	68.000	16.000	0.865	0.433	226.000
31	1.000	31.000	63.000	15.000	0.658	0.329	235.000
32	1.000	32.000	47.000	10.000	2.162	1.081	249.000
33	1.000	33.000	47.000	10.000	0.000	0.000	184.000
34	1.000	34.000	47.000	10.000	0.000	0.000	184.000
35	1.000	35.000	47.000	10.000	0.000	0.000	196.000
36	1.000	36.000	47.000	10.000	0.000	0.000	196.000
37	1.000	37.000	47.000	10.000	0.000	0.000	221.000
38	1.000	38.000	49.000	15.000	0.695	0.347	221.000
39	1.000	39.000	53.000	19.000	0.730	0.365	226.000
40	1.000	40.000	51.000	25.000	0.816	0.408	144.000
41	1.000	41.000	42.000	37.000	1.935	0.968	149.000
42	1.000	42.000	42.000	37.000	0.000	0.000	146.000
43	1.000	43.000	31.000	48.000	2.007	1.003	126.000
44	1.000	44.000	31.000	48.000	0.000	0.000	121.000
45	1.000	45.000	31.000	48.000	0.000	0.000	134.000
46	1.000	46.000	31.000	48.000	0.000	0.000	136.000
47	1.000	47.000	31.000	48.000	0.000	0.000	134.000
48	1.000	48.000	15.000	81.000	4.731	2.365	131.000
49	1.000	49.000	20.000	86.000	0.912	0.456	131.000
50	1.000	50.000	24.000	89.000	0.645	0.322	119.000
51	1.000	51.000	24.000	89.000	0.000	0.000	134.000
52	1.000	52.000	27.000	90.000	0.408	0.204	138.000
53	1.000	53.000	28.000	90.000	0.129	0.064	154.000
54	1.000	54.000	34.000	93.000	0.865	0.433	144.000
55	1.000	55.000	34.000	93.000	0.000	0.000	140.000
56	1.000	56.000	59.000	94.000	3.228	1.614	123.000
57	1.000	57.000	61.000	93.000	0.288	0.144	112.000
58	1.000	58.000	61.000	93.000	0.000	0.000	119.000
59	1.000	59.000	63.000	91.000	0.365	0.182	136.000
60	1.000	60.000	63.000	91.000	0.000	0.000	146.000
61	1.000	61.000	72.000	86.000	1.328	0.664	140.000
62	1.000	62.000	72.000	86.000	0.000	0.000	136.000
