 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	80.000	90.000	-1.000	-1.000	160.000
2	1.000	2.000	80.000	90.000	0.000	0.000	153.000
3	1.000	3.000	82.000	91.000	0.288	0.144	153.000
4	1.000	4.000	83.000	89.000	0.288	0.144	177.000
5	1.000	5.000	92.000	80.000	1.642	0.821	153.000
6	1.000	6.000	91.000	82.000	0.288	0.144	143.000
7	1.000	7.000	89.000	85.000	0.465	0.233	157.000
8	1.000	8.000	86.000	89.000	0.645	0.322	143.000
9	1.000	9.000	63.000	98.000	3.186	1.593	196.000
10	1.000	10.000	57.000	99.000	0.785	0.392	186.000
11	1.000	11.000	36.000	92.000	2.856	1.428	199.000
12	1.000	12.000	32.000	90.000	0.577	0.288	171.000
13	1.000	13.000	31.000	89.000	0.182	0.091	193.000
14	1.000	14.000	31.000	89.000	0.000	0.000	177.000
15	1.000	15.000	43.000	97.000	1.860	0.930	167.000
16	1.000	16.000	63.000	99.000	2.593	1.296	186.000
17	1.000	17.000	81.000	91.000	2.541	1.271	167.000
18	1.000	18.000	82.000	90.000	0.182	0.091	179.000
19	1.000	19.000	95.000	74.000	2.659	1.330	157.000
20	1.000	20.000	95.000	70.000	0.516	0.258	160.000
21	1.000	21.000	95.000	70.000	0.000	0.000	174.000
22	1.000	22.000	97.000	62.000	1.064	0.532	165.000
23	1.000	23.000	91.000	28.000	4.454	2.227	143.000
24	1.000	24.000	67.000	21.000	3.225	1.612	186.000
25	1.000	25.000	64.000	19.000	0.465	0.233	179.000
26	1.000	26.000	20.000	31.000	5.883	2.942	160.000
27	1.000	27.000	19.000	43.000	1.553	0.777	160.000
28	1.000	28.000	19.000	43.000	0.000	0.000	160.000
29	1.000	29.000	16.000	70.000	3.504	1.752	162.000
30	1.000	30.000	16.000	70.000	0.000	0.000	224.000
31	1.000	31.000	20.000	78.000	1.154	0.577	220.000
32	1.000	32.000	60.000	98.000	5.769	2.885	182.000
33	1.000	33.000	60.000	98.000	0.000	0.000	186.000
34	1.000	34.000	65.000	98.000	0.645	0.322	179.000
35	1.000	35.000	65.000	98.000	0.000	0.000	171.000
36	1.000	36.000	65.000	98.000	0.000	0.000	177.000
37	1.000	37.000	73.000	94.000	1.154	0.577	162.000
38	1.000	38.000	74.000	76.000	2.326	1.163	167.000
39	1.000	39.000	75.000	73.000	0.408	0.204	186.000
40	1.000	40.000	53.000	57.000	3.509	1.755	190.000
41	1.000	41.000	43.000	53.000	1.389	0.695	203.000
42	1.000	42.000	32.000	29.000	3.406	1.703	199.000
43	1.000	43.000	31.000	27.000	0.288	0.144	207.000
44	1.000	44.000	31.000	27.000	0.000	0.000	210.000
45	1.000	45.000	35.000	23.000	0.730	0.365	179.000
46	1.000	46.000	40.000	20.000	0.752	0.376	203.000
47	1.000	47.000	52.000	18.000	1.569	0.785	174.000
48	1.000	48.000	84.000	35.000	4.674	2.337	174.000
49	1.000	49.000	89.000	41.000	1.008	0.504	157.000
50	1.000	50.000	89.000	42.000	0.129	0.064	140.000
51	1.000	51.000	90.000	44.000	0.288	0.144	153.000
52	1.000	52.000	93.000	50.000	0.865	0.433	132.000
53	1.000	53.000	65.000	101.000	7.505	3.753	146.000
54	1.000	54.000	57.000	101.000	1.032	0.516	165.000
55	1.000	55.000	52.000	102.000	0.658	0.329	160.000
56	1.000	56.000	51.000	102.000	0.129	0.064	157.000
57	1.000	57.000	20.000	87.000	4.443	2.221	182.000
58	1.000	58.000	8.000	58.000	4.049	2.024	193.000
59	1.000	59.000	7.000	53.000	0.658	0.329	167.000
60	1.000	60.000	11.000	75.000	2.885	1.442	174.000
61	1.000	61.000	16.000	87.000	1.677	0.838	153.000
62	1.000	62.000	20.000	89.000	0.577	0.288	157.000
