 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	55.000	99.000	-1.000	-1.000	128.000
2	1.000	2.000	37.000	94.000	2.410	1.205	118.000
3	1.000	3.000	37.000	94.000	0.000	0.000	111.000
4	1.000	4.000	37.000	93.000	0.129	0.064	174.000
5	1.000	5.000	32.000	88.000	0.912	0.456	192.000
6	1.000	6.000	28.000	84.000	0.730	0.365	204.000
7	1.000	7.000	18.000	70.000	2.219	1.110	162.000
8	1.000	8.000	18.000	68.000	0.258	0.129	200.000
9	1.000	9.000	17.000	67.000	0.182	0.091	165.000
10	1.000	10.000	17.000	65.000	0.258	0.129	192.000
11	1.000	11.000	64.000	9.000	9.431	4.716	91.000
12	1.000	12.000	76.000	12.000	1.596	0.798	91.000
13	1.000	13.000	78.000	14.000	0.365	0.182	97.000
14	1.000	14.000	79.000	14.000	0.129	0.064	109.000
15	1.000	15.000	80.000	14.000	0.129	0.064	128.000
16	1.000	16.000	89.000	25.000	1.833	0.917	122.000
17	1.000	17.000	91.000	27.000	0.365	0.182	186.000
18	1.000	18.000	94.000	38.000	1.471	0.735	219.000
19	1.000	19.000	101.000	53.000	2.135	1.068	200.000
20	1.000	20.000	101.000	57.000	0.516	0.258	174.000
21	1.000	21.000	96.000	75.000	2.410	1.205	230.000
22	1.000	22.000	81.000	95.000	3.225	1.612	152.000
23	1.000	23.000	78.000	96.000	0.408	0.204	152.000
24	1.000	24.000	77.000	96.000	0.129	0.064	162.000
25	1.000	25.000	61.000	103.000	2.253	1.126	114.000
26	1.000	26.000	61.000	101.000	0.258	0.129	88.000
27	1.000	27.000	44.000	98.000	2.227	1.113	101.000
28	1.000	28.000	43.000	97.000	0.182	0.091	162.000
29	1.000	29.000	42.000	97.000	0.129	0.064	146.000
30	1.000	30.000	42.000	97.000	0.000	0.000	142.000
31	1.000	31.000	30.000	86.000	2.100	1.050	207.000
32	1.000	32.000	28.000	84.000	0.365	0.182	186.000
33	1.000	33.000	65.000	12.000	10.443	5.221	122.000
34	1.000	34.000	66.000	12.000	0.129	0.064	101.000
35	1.000	35.000	67.000	12.000	0.129	0.064	88.000
36	1.000	36.000	67.000	12.000	0.000	0.000	91.000
37	1.000	37.000	72.000	13.000	0.658	0.329	118.000
38	1.000	38.000	73.000	14.000	0.182	0.091	111.000
39	1.000	39.000	80.000	19.000	1.110	0.555	162.000
40	1.000	40.000	104.000	42.000	4.288	2.144	125.000
41	1.000	41.000	100.000	80.000	4.929	2.465	131.000
42	1.000	42.000	102.000	79.000	0.288	0.144	116.000
43	1.000	43.000	102.000	79.000	0.000	0.000	116.000
44	1.000	44.000	93.000	86.000	1.471	0.735	155.000
45	1.000	45.000	92.000	88.000	0.288	0.144	152.000
46	1.000	46.000	92.000	88.000	0.000	0.000	149.000
47	1.000	47.000	91.000	88.000	0.129	0.064	178.000
48	1.000	48.000	92.000	88.000	0.129	0.064	136.000
49	1.000	49.000	92.000	89.000	0.129	0.064	142.000
50	1.000	50.000	92.000	87.000	0.258	0.129	158.000
51	1.000	51.000	92.000	87.000	0.000	0.000	158.000
52	1.000	52.000	92.000	87.000	0.000	0.000	171.000
53	1.000	53.000	97.000	80.000	1.110	0.555	128.000
54	1.000	54.000	98.000	72.000	1.040	0.520	219.000
55	1.000	55.000	97.000	73.000	0.182	0.091	215.000
56	1.000	56.000	80.000	69.000	2.253	1.126	116.000
57	1.000	57.000	78.000	68.000	0.288	0.144	149.000
58	1.000	58.000	78.000	68.000	0.000	0.000	136.000
59	1.000	59.000	78.000	68.000	0.000	0.000	131.000
60	1.000	60.000	77.000	61.000	0.912	0.456	204.000
61	1.000	61.000	79.000	55.000	0.816	0.408	155.000
62	1.000	62.000	81.000	41.000	1.824	0.912	178.000
