 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	77.000	46.000	-1.000	-1.000	151.000
2	1.000	2.000	79.000	46.000	0.258	0.129	117.000
3	1.000	3.000	79.000	46.000	0.000	0.000	112.000
4	1.000	4.000	79.000	46.000	0.000	0.000	121.000
5	1.000	5.000	79.000	46.000	0.000	0.000	121.000
6	1.000	6.000	79.000	46.000	0.000	0.000	135.000
7	1.000	7.000	79.000	46.000	0.000	0.000	115.000
8	1.000	8.000	79.000	46.000	0.000	0.000	117.000
9	1.000	9.000	79.000	46.000	0.000	0.000	124.000
10	1.000	10.000	79.000	46.000	0.000	0.000	115.000
11	1.000	11.000	79.000	46.000	0.000	0.000	115.000
12	1.000	12.000	79.000	46.000	0.000	0.000	179.000
13	1.000	13.000	83.000	61.000	2.003	1.001	115.000
14	1.000	14.000	83.000	61.000	0.000	0.000	117.000
15	1.000	15.000	83.000	61.000	0.000	0.000	205.000
16	1.000	16.000	94.000	49.000	2.100	1.050	140.000
17	1.000	17.000	95.000	47.000	0.288	0.144	149.000
18	1.000	18.000	73.000	88.000	6.002	3.001	130.000
19	1.000	19.000	75.000	87.000	0.288	0.144	191.000
20	1.000	20.000	78.000	86.000	0.408	0.204	191.000
21	1.000	21.000	80.000	84.000	0.365	0.182	181.000
22	1.000	22.000	81.000	83.000	0.182	0.091	187.000
23	1.000	23.000	81.000	83.000	0.000	0.000	194.000
24	1.000	24.000	81.000	83.000	0.000	0.000	172.000
25	1.000	25.000	82.000	77.000	0.785	0.392	115.000
26	1.000	26.000	83.000	73.000	0.532	0.266	124.000
27	1.000	27.000	84.000	69.000	0.532	0.266	205.000
28	1.000	28.000	86.000	67.000	0.365	0.182	130.000
29	1.000	29.000	86.000	67.000	0.000	0.000	137.000
30	1.000	30.000	86.000	67.000	0.000	0.000	130.000
31	1.000	31.000	86.000	67.000	0.000	0.000	140.000
32	1.000	32.000	85.000	30.000	4.775	2.387	127.000
33	1.000	33.000	19.000	39.000	8.593	4.296	130.000
34	1.000	34.000	18.000	39.000	0.129	0.064	144.000
35	1.000	35.000	18.000	54.000	1.935	0.968	194.000
36	1.000	36.000	16.000	59.000	0.695	0.347	214.000
37	1.000	37.000	17.000	73.000	1.811	0.905	247.000
38	1.000	38.000	17.000	73.000	0.000	0.000	218.000
39	1.000	39.000	23.000	84.000	1.616	0.808	214.000
40	1.000	40.000	37.000	98.000	2.554	1.277	205.000
41	1.000	41.000	51.000	98.000	1.806	0.903	184.000
42	1.000	42.000	49.000	99.000	0.288	0.144	201.000
43	1.000	43.000	55.000	101.000	0.816	0.408	187.000
44	1.000	44.000	55.000	102.000	0.129	0.064	191.000
45	1.000	45.000	66.000	102.000	1.419	0.710	187.000
46	1.000	46.000	72.000	101.000	0.785	0.392	191.000
47	1.000	47.000	89.000	93.000	2.424	1.212	83.000
48	1.000	48.000	88.000	90.000	0.408	0.204	172.000
49	1.000	49.000	95.000	75.000	2.135	1.068	194.000
50	1.000	50.000	96.000	73.000	0.288	0.144	210.000
51	1.000	51.000	96.000	74.000	0.129	0.064	187.000
52	1.000	52.000	96.000	56.000	2.322	1.161	184.000
53	1.000	53.000	96.000	54.000	0.258	0.129	184.000
54	1.000	54.000	96.000	52.000	0.258	0.129	176.000
55	1.000	55.000	96.000	48.000	0.516	0.258	184.000
56	1.000	56.000	76.000	20.000	4.439	2.219	83.000
57	1.000	57.000	38.000	18.000	4.909	2.454	144.000
58	1.000	58.000	15.000	42.000	4.288	2.144	144.000
59	1.000	59.000	16.000	45.000	0.408	0.204	130.000
60	1.000	60.000	16.000	45.000	0.000	0.000	137.000
61	1.000	61.000	16.000	62.000	2.193	1.096	201.000
62	1.000	62.000	15.000	64.000	0.288	0.144	205.000
