 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	49.000	116.000	-1.000	-1.000	195.000
2	1.000	2.000	47.000	116.000	0.258	0.129	179.000
3	1.000	3.000	45.000	114.000	0.365	0.182	201.000
4	1.000	4.000	43.000	113.000	0.288	0.144	192.000
5	1.000	5.000	41.000	114.000	0.288	0.144	167.000
6	1.000	6.000	36.000	110.000	0.826	0.413	173.000
7	1.000	7.000	37.000	108.000	0.288	0.144	205.000
8	1.000	8.000	33.000	107.000	0.532	0.266	148.000
9	1.000	9.000	29.000	98.000	1.271	0.635	188.000
10	1.000	10.000	26.000	91.000	0.982	0.491	217.000
11	1.000	11.000	23.000	88.000	0.547	0.274	176.000
12	1.000	12.000	20.000	82.000	0.865	0.433	148.000
13	1.000	13.000	19.000	82.000	0.129	0.064	142.000
14	1.000	14.000	21.000	82.000	0.258	0.129	241.000
15	1.000	15.000	17.000	67.000	2.003	1.001	129.000
16	1.000	16.000	21.000	58.000	1.271	0.635	179.000
17	1.000	17.000	35.000	40.000	2.942	1.471	173.000
18	1.000	18.000	41.000	43.000	0.865	0.433	167.000
19	1.000	19.000	49.000	45.000	1.064	0.532	209.000
20	1.000	20.000	55.000	44.000	0.785	0.392	182.000
21	1.000	21.000	56.000	43.000	0.182	0.091	201.000
22	1.000	22.000	66.000	40.000	1.347	0.673	137.000
23	1.000	23.000	70.000	39.000	0.532	0.266	179.000
24	1.000	24.000	73.000	38.000	0.408	0.204	129.000
25	1.000	25.000	77.000	39.000	0.532	0.266	217.000
26	1.000	26.000	75.000	38.000	0.288	0.144	173.000
27	1.000	27.000	73.000	37.000	0.288	0.144	140.000
28	1.000	28.000	83.000	43.000	1.504	0.752	159.000
29	1.000	29.000	85.000	47.000	0.577	0.288	192.000
30	1.000	30.000	87.000	50.000	0.465	0.233	176.000
31	1.000	31.000	88.000	50.000	0.129	0.064	176.000
32	1.000	32.000	89.000	51.000	0.182	0.091	192.000
33	1.000	33.000	91.000	49.000	0.365	0.182	217.000
34	1.000	34.000	90.000	51.000	0.288	0.144	195.000
35	1.000	35.000	88.000	51.000	0.258	0.129	201.000
36	1.000	36.000	90.000	50.000	0.288	0.144	170.000
37	1.000	37.000	91.000	51.000	0.182	0.091	221.000
38	1.000	38.000	89.000	50.000	0.288	0.144	153.000
39	1.000	39.000	89.000	51.000	0.129	0.064	162.000
40	1.000	40.000	89.000	54.000	0.387	0.194	162.000
41	1.000	41.000	90.000	56.000	0.288	0.144	162.000
42	1.000	42.000	89.000	54.000	0.288	0.144	173.000
43	1.000	43.000	89.000	55.000	0.129	0.064	156.000
44	1.000	44.000	89.000	58.000	0.387	0.194	148.000
45	1.000	45.000	86.000	61.000	0.547	0.274	230.000
46	1.000	46.000	87.000	64.000	0.408	0.204	148.000
47	1.000	47.000	86.000	65.000	0.182	0.091	151.000
48	1.000	48.000	84.000	68.000	0.465	0.233	225.000
49	1.000	49.000	85.000	70.000	0.288	0.144	173.000
50	1.000	50.000	86.000	73.000	0.408	0.204	182.000
51	1.000	51.000	90.000	80.000	1.040	0.520	179.000
52	1.000	52.000	91.000	84.000	0.532	0.266	173.000
53	1.000	53.000	90.000	88.000	0.532	0.266	170.000
54	1.000	54.000	88.000	93.000	0.695	0.347	176.000
55	1.000	55.000	87.000	97.000	0.532	0.266	237.000
56	1.000	56.000	85.000	103.000	0.816	0.408	230.000
57	1.000	57.000	84.000	104.000	0.182	0.091	209.000
58	1.000	58.000	77.000	107.000	0.982	0.491	209.000
59	1.000	59.000	75.000	109.000	0.365	0.182	185.000
60	1.000	60.000	72.000	111.000	0.465	0.233	237.000
61	1.000	61.000	70.000	112.000	0.288	0.144	192.000
62	1.000	62.000	61.000	111.000	1.168	0.584	209.000
