 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1	1	45	107	-1	-1	113
2	1	2	46	107	0.129	0.064	135
3	1	3	47	106	0.182	0.091	168
4	1	4	43	104	0.577	0.288	168
5	1	5	40	100	0.645	0.322	176
6	1	6	37	95	0.752	0.376	203
7	1	7	35	91	0.577	0.288	200
8	1	8	35	89	0.258	0.129	210
9	1	9	33	90	0.288	0.144	146
10	1	10	33	91	0.129	0.064	166
11	1	11	28	82	1.328	0.664	218
12	1	12	26	82	0.258	0.129	166
13	1	13	23	82	0.387	0.194	172
14	1	14	26	81	0.408	0.204	240
15	1	15	24	81	0.258	0.129	218
16	1	16	25	81	0.129	0.064	232
17	1	17	22	79	0.465	0.233	228
18	1	18	20	72	0.939	0.47	248
19	1	19	21	68	0.532	0.266	251
20	1	20	21	62	0.774	0.387	244
21	1	21	21	60	0.258	0.129	251
22	1	22	20	60	0.129	0.064	236
23	1	23	18	63	0.465	0.233	210
24	1	24	28	89	3.594	1.797	210
25	1	25	41	101	2.282	1.141	180
26	1	26	57	106	2.162	1.081	218
27	1	27	68	103	1.471	0.735	225
28	1	28	70	106	0.465	0.233	162
29	1	29	72	105	0.288	0.144	203
30	1	30	69	104	0.408	0.204	214
31	1	31	69	105	0.129	0.064	176
32	1	32	19	88	6.813	3.406	228
33	1	33	16	53	4.532	2.266	232
34	1	34	20	47	0.93	0.465	244
35	1	35	29	31	2.368	1.184	191
36	1	36	30	33	0.288	0.144	210
37	1	37	16	54	3.256	1.628	244
38	1	38	16	61	0.903	0.452	251
39	1	39	16	64	0.387	0.194	218
40	1	40	16	75	1.419	0.71	162
41	1	41	23	93	2.491	1.246	210
42	1	42	38	106	2.561	1.28	172
43	1	43	45	108	0.939	0.47	195
44	1	44	60	107	1.939	0.97	225
45	1	45	57	108	0.408	0.204	203
46	1	46	79	104	2.885	1.442	159
47	1	47	79	105	0.129	0.064	162
48	1	48	31	102	6.204	3.102	251
49	1	49	21	43	7.72	3.86	191
50	1	50	15	85	5.473	2.737	166
51	1	51	52	108	5.62	2.81	210
52	1	52	90	63	7.598	3.799	232
53	1	53	96	74	1.616	0.808	133
54	1	54	95	75	0.182	0.091	130
55	1	56	16	50	10.689	5.345	176
56	1	57	24	37	1.969	0.985	162
57	1	58	21	39	0.465	0.233	191
58	1	59	17	57	2.379	1.189	248
59	1	60	37	107	6.947	3.473	146
60	1	61	40	108	0.408	0.204	166
61	1	62	81	100	5.389	2.694	222
