 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	51.000	55.000	-1.000	-1.000	164.000
2	1.000	2.000	47.000	53.000	0.577	0.288	176.000
3	1.000	3.000	46.000	54.000	0.182	0.091	198.000
4	1.000	4.000	45.000	54.000	0.129	0.064	173.000
5	1.000	5.000	35.000	52.000	1.316	0.658	188.000
6	1.000	6.000	33.000	52.000	0.258	0.129	137.000
7	1.000	7.000	31.000	52.000	0.258	0.129	209.000
8	1.000	8.000	36.000	52.000	0.645	0.322	213.000
9	1.000	9.000	35.000	52.000	0.129	0.064	192.000
10	1.000	10.000	35.000	47.000	0.645	0.322	185.000
11	1.000	11.000	36.000	44.000	0.408	0.204	195.000
12	1.000	12.000	34.000	45.000	0.288	0.144	132.000
13	1.000	13.000	35.000	44.000	0.182	0.091	173.000
14	1.000	14.000	33.000	43.000	0.288	0.144	142.000
15	1.000	15.000	33.000	43.000	0.000	0.000	159.000
16	1.000	16.000	32.000	40.000	0.408	0.204	162.000
17	1.000	17.000	33.000	41.000	0.182	0.091	156.000
18	1.000	18.000	31.000	43.000	0.365	0.182	221.000
19	1.000	19.000	35.000	41.000	0.577	0.288	217.000
20	1.000	20.000	33.000	41.000	0.258	0.129	148.000
21	1.000	21.000	31.000	43.000	0.365	0.182	221.000
22	1.000	22.000	26.000	47.000	0.826	0.413	195.000
23	1.000	23.000	23.000	47.000	0.387	0.194	121.000
24	1.000	24.000	23.000	47.000	0.000	0.000	127.000
25	1.000	25.000	25.000	49.000	0.365	0.182	209.000
26	1.000	26.000	25.000	47.000	0.258	0.129	185.000
27	1.000	27.000	21.000	51.000	0.730	0.365	135.000
28	1.000	28.000	21.000	56.000	0.645	0.322	140.000
29	1.000	29.000	23.000	59.000	0.465	0.233	182.000
30	1.000	30.000	24.000	57.000	0.288	0.144	209.000
31	1.000	31.000	22.000	58.000	0.288	0.144	148.000
32	1.000	32.000	22.000	75.000	2.193	1.096	237.000
33	1.000	33.000	23.000	77.000	0.288	0.144	225.000
34	1.000	34.000	23.000	79.000	0.258	0.129	213.000
35	1.000	35.000	22.000	77.000	0.288	0.144	237.000
36	1.000	36.000	20.000	77.000	0.258	0.129	148.000
37	1.000	37.000	21.000	78.000	0.182	0.091	205.000
38	1.000	38.000	24.000	82.000	0.645	0.322	159.000
39	1.000	39.000	27.000	81.000	0.408	0.204	221.000
40	1.000	40.000	26.000	81.000	0.129	0.064	209.000
41	1.000	41.000	26.000	83.000	0.258	0.129	205.000
42	1.000	42.000	25.000	82.000	0.182	0.091	176.000
43	1.000	43.000	24.000	81.000	0.182	0.091	125.000
44	1.000	44.000	24.000	83.000	0.258	0.129	195.000
45	1.000	45.000	27.000	82.000	0.408	0.204	205.000
46	1.000	46.000	27.000	84.000	0.258	0.129	198.000
47	1.000	47.000	27.000	87.000	0.387	0.194	209.000
48	1.000	48.000	27.000	86.000	0.129	0.064	170.000
49	1.000	49.000	27.000	85.000	0.129	0.064	167.000
50	1.000	50.000	27.000	84.000	0.129	0.064	176.000
51	1.000	51.000	27.000	85.000	0.129	0.064	162.000
52	1.000	52.000	26.000	87.000	0.288	0.144	195.000
53	1.000	53.000	28.000	86.000	0.288	0.144	209.000
54	1.000	54.000	27.000	85.000	0.182	0.091	170.000
55	1.000	55.000	28.000	87.000	0.288	0.144	117.000
56	1.000	56.000	30.000	88.000	0.288	0.144	209.000
57	1.000	57.000	30.000	87.000	0.129	0.064	205.000
58	1.000	58.000	35.000	88.000	0.658	0.329	217.000
59	1.000	59.000	33.000	86.000	0.365	0.182	179.000
60	1.000	60.000	33.000	87.000	0.129	0.064	151.000
61	1.000	61.000	34.000	86.000	0.182	0.091	213.000
62	1.000	62.000	37.000	86.000	0.387	0.194	156.000
