 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	39.000	92.000	-1.000	-1.000	155.000
2	1.000	2.000	40.000	92.000	0.129	0.064	125.000
3	1.000	3.000	41.000	92.000	0.129	0.064	129.000
4	1.000	4.000	41.000	92.000	0.000	0.000	129.000
5	1.000	5.000	42.000	92.000	0.129	0.064	147.000
6	1.000	6.000	42.000	92.000	0.000	0.000	129.000
7	1.000	7.000	78.000	87.000	4.689	2.344	163.000
8	1.000	8.000	77.000	85.000	0.288	0.144	153.000
9	1.000	9.000	76.000	84.000	0.182	0.091	155.000
10	1.000	10.000	75.000	85.000	0.182	0.091	142.000
11	1.000	11.000	75.000	84.000	0.129	0.064	160.000
12	1.000	12.000	74.000	84.000	0.129	0.064	163.000
13	1.000	13.000	74.000	84.000	0.000	0.000	171.000
14	1.000	14.000	74.000	84.000	0.000	0.000	169.000
15	1.000	15.000	74.000	84.000	0.000	0.000	139.000
16	1.000	16.000	86.000	70.000	2.379	1.189	110.000
17	1.000	17.000	86.000	68.000	0.258	0.129	169.000
18	1.000	18.000	86.000	68.000	0.000	0.000	187.000
19	1.000	19.000	85.000	68.000	0.129	0.064	177.000
20	1.000	20.000	85.000	68.000	0.000	0.000	204.000
21	1.000	21.000	85.000	69.000	0.129	0.064	169.000
22	1.000	22.000	85.000	68.000	0.129	0.064	166.000
23	1.000	23.000	86.000	67.000	0.182	0.091	166.000
24	1.000	24.000	87.000	67.000	0.129	0.064	160.000
25	1.000	25.000	86.000	66.000	0.182	0.091	181.000
26	1.000	26.000	86.000	55.000	1.419	0.710	181.000
27	1.000	27.000	84.000	65.000	1.316	0.658	142.000
28	1.000	28.000	74.000	69.000	1.389	0.695	166.000
29	1.000	29.000	72.000	69.000	0.258	0.129	187.000
30	1.000	30.000	64.000	75.000	1.290	0.645	147.000
31	1.000	31.000	61.000	77.000	0.465	0.233	201.000
32	1.000	32.000	57.000	91.000	1.878	0.939	171.000
33	1.000	33.000	57.000	92.000	0.129	0.064	136.000
34	1.000	34.000	58.000	91.000	0.182	0.091	160.000
35	1.000	35.000	58.000	91.000	0.000	0.000	150.000
36	1.000	36.000	58.000	91.000	0.000	0.000	169.000
37	1.000	37.000	58.000	91.000	0.000	0.000	160.000
38	1.000	38.000	58.000	91.000	0.000	0.000	155.000
39	1.000	39.000	58.000	91.000	0.000	0.000	169.000
40	1.000	40.000	58.000	91.000	0.000	0.000	160.000
41	1.000	41.000	58.000	91.000	0.000	0.000	166.000
42	1.000	42.000	58.000	91.000	0.000	0.000	155.000
43	1.000	43.000	58.000	91.000	0.000	0.000	160.000
44	1.000	44.000	58.000	91.000	0.000	0.000	169.000
45	1.000	45.000	58.000	91.000	0.000	0.000	166.000
46	1.000	46.000	58.000	91.000	0.000	0.000	158.000
47	1.000	47.000	58.000	91.000	0.000	0.000	160.000
48	1.000	48.000	58.000	91.000	0.000	0.000	160.000
49	1.000	49.000	58.000	91.000	0.000	0.000	169.000
50	1.000	50.000	58.000	91.000	0.000	0.000	166.000
51	1.000	51.000	58.000	91.000	0.000	0.000	166.000
52	1.000	52.000	59.000	91.000	0.129	0.064	158.000
53	1.000	53.000	59.000	91.000	0.000	0.000	160.000
54	1.000	54.000	59.000	91.000	0.000	0.000	163.000
55	1.000	55.000	59.000	91.000	0.000	0.000	160.000
56	1.000	56.000	59.000	91.000	0.000	0.000	166.000
57	1.000	57.000	54.000	90.000	0.658	0.329	222.000
58	1.000	58.000	48.000	92.000	0.816	0.408	222.000
59	1.000	59.000	44.000	92.000	0.516	0.258	211.000
60	1.000	60.000	42.000	92.000	0.258	0.129	225.000
61	1.000	61.000	42.000	92.000	0.000	0.000	225.000
62	1.000	62.000	42.000	92.000	0.000	0.000	225.000
