 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	59.000	20.000	-1.000	-1.000	158.000
2	1.000	2.000	60.000	20.000	0.129	0.064	174.000
3	1.000	3.000	58.000	21.000	0.288	0.144	170.000
4	1.000	4.000	58.000	22.000	0.129	0.064	174.000
5	1.000	5.000	60.000	21.000	0.288	0.144	212.000
6	1.000	6.000	57.000	20.000	0.408	0.204	174.000
7	1.000	7.000	60.000	21.000	0.408	0.204	193.000
8	1.000	8.000	58.000	22.000	0.288	0.144	193.000
9	1.000	9.000	59.000	21.000	0.182	0.091	174.000
10	1.000	10.000	59.000	20.000	0.129	0.064	174.000
11	1.000	11.000	58.000	20.000	0.129	0.064	151.000
12	1.000	12.000	56.000	21.000	0.288	0.144	204.000
13	1.000	13.000	60.000	20.000	0.532	0.266	220.000
14	1.000	14.000	60.000	21.000	0.129	0.064	185.000
15	1.000	15.000	58.000	21.000	0.258	0.129	138.000
16	1.000	16.000	58.000	22.000	0.129	0.064	201.000
17	1.000	17.000	57.000	21.000	0.182	0.091	164.000
18	1.000	18.000	59.000	21.000	0.258	0.129	174.000
19	1.000	19.000	59.000	21.000	0.000	0.000	161.000
20	1.000	20.000	58.000	21.000	0.129	0.064	148.000
21	1.000	21.000	58.000	21.000	0.000	0.000	158.000
22	1.000	22.000	58.000	20.000	0.129	0.064	148.000
23	1.000	23.000	57.000	20.000	0.129	0.064	179.000
24	1.000	24.000	59.000	21.000	0.288	0.144	154.000
25	1.000	25.000	59.000	21.000	0.000	0.000	158.000
26	1.000	26.000	58.000	21.000	0.129	0.064	143.000
27	1.000	27.000	55.000	21.000	0.387	0.194	216.000
28	1.000	28.000	57.000	20.000	0.288	0.144	161.000
29	1.000	29.000	58.000	22.000	0.288	0.144	212.000
30	1.000	30.000	58.000	22.000	0.000	0.000	204.000
31	1.000	31.000	55.000	23.000	0.408	0.204	201.000
32	1.000	32.000	47.000	24.000	1.040	0.520	193.000
33	1.000	33.000	48.000	22.000	0.288	0.144	179.000
34	1.000	34.000	46.000	23.000	0.288	0.144	174.000
35	1.000	35.000	47.000	22.000	0.182	0.091	161.000
36	1.000	36.000	47.000	23.000	0.129	0.064	179.000
37	1.000	37.000	44.000	24.000	0.408	0.204	224.000
38	1.000	38.000	44.000	22.000	0.258	0.129	212.000
39	1.000	39.000	42.000	25.000	0.465	0.233	193.000
40	1.000	40.000	43.000	26.000	0.182	0.091	212.000
41	1.000	41.000	44.000	27.000	0.182	0.091	231.000
42	1.000	42.000	43.000	25.000	0.288	0.144	197.000
43	1.000	43.000	42.000	25.000	0.129	0.064	146.000
44	1.000	44.000	41.000	25.000	0.129	0.064	189.000
45	1.000	45.000	40.000	27.000	0.288	0.144	182.000
46	1.000	46.000	40.000	27.000	0.000	0.000	179.000
47	1.000	47.000	39.000	29.000	0.288	0.144	220.000
48	1.000	48.000	39.000	26.000	0.387	0.194	174.000
49	1.000	49.000	35.000	29.000	0.645	0.322	124.000
50	1.000	50.000	35.000	31.000	0.258	0.129	208.000
51	1.000	51.000	35.000	30.000	0.129	0.064	170.000
52	1.000	52.000	38.000	30.000	0.387	0.194	220.000
53	1.000	53.000	35.000	29.000	0.408	0.204	135.000
54	1.000	54.000	34.000	29.000	0.129	0.064	185.000
55	1.000	55.000	37.000	29.000	0.387	0.194	185.000
56	1.000	56.000	36.000	29.000	0.129	0.064	143.000
57	1.000	57.000	35.000	30.000	0.182	0.091	182.000
58	1.000	58.000	36.000	28.000	0.288	0.144	167.000
59	1.000	59.000	34.000	29.000	0.288	0.144	185.000
60	1.000	60.000	35.000	30.000	0.182	0.091	170.000
61	1.000	61.000	37.000	30.000	0.258	0.129	224.000
62	1.000	62.000	36.000	29.000	0.182	0.091	148.000
