 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1	1	16	68	-1	-1	75
2	1	2	17	72	0.532	0.266	120
3	1	3	16	72	0.129	0.064	75
4	1	4	17	78	0.785	0.392	76
5	1	5	21	91	1.755	0.877	105
6	1	6	23	95	0.577	0.288	116
7	1	7	24	94	0.182	0.091	117
8	1	8	25	97	0.408	0.204	131
9	1	9	28	98	0.408	0.204	137
10	1	10	32	99	0.532	0.266	148
11	1	11	38	103	0.930	0.465	136
12	1	12	58	110	2.733	1.367	153
13	1	13	64	112	0.816	0.408	150
14	1	14	70	112	0.774	0.387	164
15	1	15	83	106	1.847	0.923	162
16	1	16	88	102	0.826	0.413	189
17	1	17	90	99	0.465	0.233	160
18	1	18	90	99	0	0	163
19	1	19	91	97	0.288	0.144	169
20	1	20	99	82	2.193	1.096	164
21	1	21	102	77	0.752	0.376	139
22	1	22	101	59	2.326	1.163	110
23	1	23	100	54	0.658	0.329	112
24	1	24	93	42	1.792	0.896	122
25	1	25	48	28	6.079	3.040	118
26	1	26	21	51	4.575	2.288	97
27	1	27	20	56	0.658	0.329	116
28	1	28	18	59	0.465	0.233	97
29	1	29	18	61	0.258	0.129	114
30	1	30	17	60	0.182	0.091	81
31	1	31	29	94	4.651	2.326	170
32	1	32	37	102	1.459	0.730	160
33	1	33	32	97	0.912	0.456	138
34	1	34	32	98	0.129	0.064	129
35	1	35	33	97	0.182	0.091	138
36	1	36	37	102	0.826	0.413	149
37	1	37	38	101	0.182	0.091	148
38	1	38	38	101	0	0	160
39	1	39	39	101	0.129	0.064	156
40	1	40	43	105	0.730	0.365	147
41	1	41	59	110	2.162	1.081	150
42	1	42	59	111	0.129	0.064	152
43	1	43	59	112	0.129	0.064	150
44	1	44	59	113	0.129	0.064	144
45	1	45	59	112	0.129	0.064	159
46	1	46	65	113	0.785	0.392	134
47	1	47	70	114	0.658	0.329	131
48	1	48	71	113	0.182	0.091	128
49	1	49	73	112	0.288	0.144	160
50	1	50	80	112	0.903	0.452	131
51	1	51	80	111	0.129	0.064	136
52	1	52	87	107	1.040	0.520	150
53	1	53	87	107	0	0	132
54	1	54	88	107	0.129	0.064	141
55	1	55	91	105	0.465	0.233	134
56	1	56	94	101	0.645	0.322	141
57	1	57	93	101	0.129	0.064	141
58	1	58	93	103	0.258	0.129	131
59	1	59	104	88	2.400	1.200	136
60	1	60	105	84	0.532	0.266	106
61	1	61	106	77	0.912	0.456	147
62	1	62	106	59	2.322	1.161	118
