 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	25.000	86.000	-1.000	-1.000	171.000
2	1.000	2.000	26.000	86.000	0.129	0.064	141.000
3	1.000	3.000	30.000	90.000	0.730	0.365	124.000
4	1.000	4.000	31.000	91.000	0.182	0.091	155.000
5	1.000	5.000	31.000	91.000	0.000	0.000	149.000
6	1.000	6.000	31.000	91.000	0.000	0.000	179.000
7	1.000	7.000	34.000	94.000	0.547	0.274	179.000
8	1.000	8.000	38.000	95.000	0.532	0.266	198.000
9	1.000	9.000	40.000	96.000	0.288	0.144	182.000
10	1.000	10.000	45.000	98.000	0.695	0.347	189.000
11	1.000	11.000	51.000	100.000	0.816	0.408	97.000
12	1.000	12.000	51.000	100.000	0.000	0.000	97.000
13	1.000	13.000	62.000	103.000	1.471	0.735	165.000
14	1.000	14.000	72.000	69.000	4.572	2.286	144.000
15	1.000	15.000	73.000	68.000	0.182	0.091	174.000
16	1.000	16.000	98.000	72.000	3.266	1.633	162.000
17	1.000	17.000	98.000	72.000	0.000	0.000	160.000
18	1.000	18.000	97.000	72.000	0.129	0.064	210.000
19	1.000	19.000	97.000	74.000	0.258	0.129	117.000
20	1.000	20.000	96.000	74.000	0.129	0.064	165.000
21	1.000	21.000	95.000	77.000	0.408	0.204	137.000
22	1.000	22.000	94.000	78.000	0.182	0.091	179.000
23	1.000	23.000	94.000	79.000	0.129	0.064	158.000
24	1.000	24.000	93.000	80.000	0.182	0.091	186.000
25	1.000	25.000	91.000	82.000	0.365	0.182	144.000
26	1.000	26.000	89.000	84.000	0.365	0.182	210.000
27	1.000	27.000	88.000	85.000	0.182	0.091	205.000
28	1.000	28.000	79.000	91.000	1.395	0.698	210.000
29	1.000	29.000	77.000	93.000	0.365	0.182	208.000
30	1.000	30.000	77.000	94.000	0.129	0.064	210.000
31	1.000	31.000	64.000	98.000	1.755	0.877	214.000
32	1.000	32.000	64.000	100.000	0.258	0.129	214.000
33	1.000	33.000	64.000	100.000	0.000	0.000	227.000
34	1.000	34.000	64.000	99.000	0.129	0.064	214.000
35	1.000	35.000	63.000	98.000	0.182	0.091	171.000
36	1.000	36.000	63.000	97.000	0.129	0.064	210.000
37	1.000	37.000	60.000	97.000	0.387	0.194	198.000
38	1.000	38.000	57.000	98.000	0.408	0.204	231.000
39	1.000	39.000	57.000	97.000	0.129	0.064	222.000
40	1.000	40.000	55.000	98.000	0.288	0.144	231.000
41	1.000	41.000	52.000	98.000	0.387	0.194	224.000
42	1.000	42.000	47.000	97.000	0.658	0.329	208.000
43	1.000	43.000	39.000	94.000	1.102	0.551	208.000
44	1.000	44.000	35.000	84.000	1.389	0.695	235.000
45	1.000	45.000	31.000	78.000	0.930	0.465	224.000
46	1.000	46.000	28.000	69.000	1.224	0.612	238.000
47	1.000	47.000	25.000	56.000	1.721	0.861	179.000
48	1.000	48.000	28.000	45.000	1.471	0.735	160.000
49	1.000	49.000	29.000	44.000	0.182	0.091	202.000
50	1.000	50.000	31.000	36.000	1.064	0.532	171.000
51	1.000	51.000	38.000	30.000	1.189	0.595	198.000
52	1.000	52.000	46.000	24.000	1.290	0.645	186.000
53	1.000	53.000	48.000	22.000	0.365	0.182	176.000
54	1.000	54.000	54.000	22.000	0.774	0.387	192.000
55	1.000	55.000	79.000	24.000	3.235	1.618	179.000
56	1.000	56.000	93.000	31.000	2.019	1.010	129.000
57	1.000	57.000	95.000	32.000	0.288	0.144	195.000
58	1.000	58.000	99.000	38.000	0.930	0.465	176.000
59	1.000	59.000	85.000	100.000	8.199	4.100	195.000
60	1.000	60.000	71.000	105.000	1.918	0.959	186.000
61	1.000	61.000	68.000	102.000	0.547	0.274	227.000
62	1.000	62.000	37.000	91.000	4.243	2.122	222.000
