 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	78.000	46.000	-1.000	-1.000	162.000
2	1.000	2.000	78.000	45.000	0.129	0.064	199.000
3	1.000	3.000	78.000	46.000	0.129	0.064	183.000
4	1.000	4.000	77.000	46.000	0.129	0.064	209.000
5	1.000	5.000	78.000	48.000	0.288	0.144	222.000
6	1.000	6.000	72.000	48.000	0.774	0.387	232.000
7	1.000	7.000	73.000	55.000	0.912	0.456	228.000
8	1.000	8.000	75.000	58.000	0.465	0.233	222.000
9	1.000	9.000	76.000	58.000	0.129	0.064	219.000
10	1.000	10.000	83.000	60.000	0.939	0.470	212.000
11	1.000	11.000	84.000	59.000	0.182	0.091	222.000
12	1.000	12.000	94.000	65.000	1.504	0.752	232.000
13	1.000	13.000	88.000	84.000	2.570	1.285	212.000
14	1.000	14.000	84.000	92.000	1.154	0.577	179.000
15	1.000	15.000	83.000	94.000	0.288	0.144	183.000
16	1.000	16.000	78.000	100.000	1.008	0.504	176.000
17	1.000	17.000	76.000	103.000	0.465	0.233	186.000
18	1.000	18.000	77.000	102.000	0.182	0.091	142.000
19	1.000	19.000	74.000	102.000	0.387	0.194	186.000
20	1.000	20.000	72.000	105.000	0.465	0.233	157.000
21	1.000	21.000	71.000	105.000	0.129	0.064	192.000
22	1.000	22.000	81.000	100.000	1.442	0.721	135.000
23	1.000	23.000	82.000	97.000	0.408	0.204	212.000
24	1.000	24.000	83.000	92.000	0.658	0.329	209.000
25	1.000	25.000	81.000	90.000	0.365	0.182	225.000
26	1.000	26.000	44.000	105.000	5.150	2.575	228.000
27	1.000	27.000	45.000	108.000	0.408	0.204	135.000
28	1.000	28.000	46.000	106.000	0.288	0.144	199.000
29	1.000	29.000	45.000	108.000	0.288	0.144	121.000
30	1.000	30.000	46.000	106.000	0.288	0.144	195.000
31	1.000	31.000	46.000	106.000	0.000	0.000	192.000
32	1.000	32.000	43.000	108.000	0.465	0.233	232.000
33	1.000	33.000	41.000	109.000	0.288	0.144	168.000
34	1.000	34.000	40.000	108.000	0.182	0.091	192.000
35	1.000	35.000	40.000	107.000	0.129	0.064	203.000
36	1.000	36.000	40.000	108.000	0.129	0.064	192.000
37	1.000	37.000	39.000	108.000	0.129	0.064	232.000
38	1.000	38.000	38.000	108.000	0.129	0.064	246.000
39	1.000	39.000	41.000	107.000	0.408	0.204	190.000
40	1.000	40.000	42.000	109.000	0.288	0.144	195.000
41	1.000	41.000	37.000	98.000	1.559	0.779	215.000
42	1.000	42.000	39.000	95.000	0.465	0.233	186.000
43	1.000	43.000	42.000	92.000	0.547	0.274	215.000
44	1.000	44.000	46.000	89.000	0.645	0.322	236.000
45	1.000	45.000	46.000	85.000	0.516	0.258	190.000
46	1.000	46.000	47.000	83.000	0.288	0.144	228.000
47	1.000	47.000	46.000	80.000	0.408	0.204	236.000
48	1.000	48.000	45.000	78.000	0.288	0.144	239.000
49	1.000	49.000	44.000	77.000	0.182	0.091	186.000
50	1.000	50.000	44.000	77.000	0.000	0.000	199.000
51	1.000	51.000	48.000	74.000	0.645	0.322	212.000
52	1.000	52.000	50.000	72.000	0.365	0.182	215.000
53	1.000	53.000	48.000	71.000	0.288	0.144	232.000
54	1.000	54.000	48.000	73.000	0.258	0.129	186.000
55	1.000	55.000	51.000	74.000	0.408	0.204	219.000
56	1.000	56.000	51.000	72.000	0.258	0.129	239.000
57	1.000	57.000	50.000	72.000	0.129	0.064	215.000
58	1.000	58.000	50.000	72.000	0.000	0.000	209.000
59	1.000	59.000	50.000	72.000	0.000	0.000	219.000
60	1.000	60.000	48.000	72.000	0.258	0.129	215.000
61	1.000	61.000	51.000	71.000	0.408	0.204	232.000
62	1.000	62.000	56.000	67.000	0.826	0.413	173.000
