 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1	1	103	90	-1	-1	149
2	1	2	88	107	2.925	1.462	128
3	1	3	62	100	3.473	1.737	133
4	1	4	23	88	5.264	2.632	116
5	1	5	24	88	0.129	0.064	129
6	1	6	24	71	2.193	1.096	90
7	1	7	33	38	4.412	2.206	114
8	1	8	91	31	7.536	3.768	131
9	1	9	107	53	3.509	1.755	128
10	1	10	107	76	2.967	1.484	144
11	1	11	100	95	2.612	1.306	118
12	1	12	70	112	4.448	2.224	104
13	1	13	32	96	5.319	2.659	100
14	1	14	24	70	3.509	1.755	131
15	1	15	21	68	0.465	0.233	154
16	1	16	31	43	3.473	1.737	113
17	1	17	80	24	6.780	3.390	107
18	1	18	87	28	1.040	0.520	122
19	1	19	104	46	3.194	1.597	133
20	1	20	107	59	1.721	0.861	126
21	1	21	108	59	0.129	0.064	143
22	1	22	109	60	0.182	0.091	152
23	1	23	108	60	0.129	0.064	138
24	1	24	109	63	0.408	0.204	144
25	1	25	108	63	0.129	0.064	126
26	1	26	105	78	1.973	0.987	147
27	1	27	98	94	2.253	1.126	140
28	1	28	99	93	0.182	0.091	152
29	1	29	84	106	2.561	1.280	159
30	1	30	82	106	0.258	0.129	142
31	1	31	43	102	5.057	2.529	123
32	1	32	96	93	6.935	3.467	144
33	1	33	89	99	1.189	0.595	119
34	1	34	89	100	0.129	0.064	113
35	1	35	85	102	0.577	0.288	127
36	1	36	84	102	0.129	0.064	117
37	1	37	84	102	0	0	127
38	1	38	79	104	0.695	0.347	121
39	1	39	66	106	1.697	0.848	132
40	1	40	65	107	0.182	0.091	125
41	1	41	61	107	0.516	0.258	127
42	1	42	31	91	4.386	2.193	88
43	1	43	30	91	0.129	0.064	92
44	1	44	31	92	0.182	0.091	87
45	1	45	30	77	1.939	0.970	98
46	1	46	31	77	0.129	0.064	121
47	1	47	23	66	1.755	0.877	94
48	1	48	23	54	1.548	0.774	107
49	1	49	23	54	0	0	109
50	1	50	22	53	0.182	0.091	99
51	1	51	32	28	3.473	1.737	107
52	1	52	40	24	1.154	0.577	106
53	1	53	49	21	1.224	0.612	117
54	1	54	72	24	2.992	1.496	114
55	1	55	88	25	2.068	1.034	136
56	1	56	101	40	2.561	1.280	123
57	1	57	106	56	2.162	1.081	127
58	1	58	102	85	3.776	1.888	137
59	1	59	101	86	0.182	0.091	130
60	1	60	69	109	5.084	2.542	121
61	1	61	71	110	0.288	0.144	113
62	1	62	70	109	0.182	0.091	111
