 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	44.000	97.000	-1.000	-1.000	136.000
2	1.000	2.000	32.000	92.000	1.677	0.838	153.000
3	1.000	3.000	29.000	90.000	0.465	0.233	160.000
4	1.000	4.000	27.000	87.000	0.465	0.233	189.000
5	1.000	5.000	26.000	87.000	0.129	0.064	228.000
6	1.000	6.000	15.000	61.000	3.642	1.821	163.000
7	1.000	7.000	15.000	58.000	0.387	0.194	133.000
8	1.000	8.000	16.000	57.000	0.182	0.091	168.000
9	1.000	9.000	67.000	75.000	6.977	3.488	174.000
10	1.000	10.000	83.000	85.000	2.434	1.217	123.000
11	1.000	11.000	84.000	84.000	0.182	0.091	139.000
12	1.000	12.000	84.000	84.000	0.000	0.000	133.000
13	1.000	13.000	84.000	85.000	0.129	0.064	110.000
14	1.000	14.000	84.000	85.000	0.000	0.000	101.000
15	1.000	15.000	91.000	78.000	1.277	0.639	183.000
16	1.000	16.000	92.000	78.000	0.129	0.064	150.000
17	1.000	17.000	96.000	72.000	0.930	0.465	158.000
18	1.000	18.000	97.000	65.000	0.912	0.456	125.000
19	1.000	19.000	97.000	64.000	0.129	0.064	133.000
20	1.000	20.000	96.000	65.000	0.182	0.091	114.000
21	1.000	21.000	94.000	63.000	0.365	0.182	228.000
22	1.000	22.000	93.000	56.000	0.912	0.456	177.000
23	1.000	23.000	93.000	41.000	1.935	0.968	211.000
24	1.000	24.000	92.000	40.000	0.182	0.091	183.000
25	1.000	25.000	91.000	41.000	0.182	0.091	186.000
26	1.000	26.000	91.000	42.000	0.129	0.064	197.000
27	1.000	27.000	90.000	42.000	0.129	0.064	247.000
28	1.000	28.000	91.000	42.000	0.129	0.064	166.000
29	1.000	29.000	91.000	42.000	0.000	0.000	183.000
30	1.000	30.000	91.000	42.000	0.000	0.000	177.000
31	1.000	31.000	91.000	41.000	0.129	0.064	183.000
32	1.000	32.000	95.000	40.000	0.532	0.266	189.000
33	1.000	33.000	96.000	38.000	0.288	0.144	211.000
34	1.000	34.000	96.000	38.000	0.000	0.000	207.000
35	1.000	35.000	95.000	40.000	0.288	0.144	180.000
36	1.000	36.000	95.000	40.000	0.000	0.000	174.000
37	1.000	37.000	95.000	39.000	0.129	0.064	193.000
38	1.000	38.000	95.000	39.000	0.000	0.000	193.000
39	1.000	39.000	94.000	39.000	0.129	0.064	189.000
40	1.000	40.000	96.000	42.000	0.465	0.233	186.000
41	1.000	41.000	102.000	62.000	2.694	1.347	177.000
42	1.000	42.000	97.000	64.000	0.695	0.347	201.000
43	1.000	43.000	93.000	68.000	0.730	0.365	228.000
44	1.000	44.000	87.000	69.000	0.785	0.392	136.000
45	1.000	45.000	85.000	69.000	0.258	0.129	144.000
46	1.000	46.000	84.000	70.000	0.182	0.091	201.000
47	1.000	47.000	84.000	70.000	0.000	0.000	201.000
48	1.000	48.000	85.000	71.000	0.182	0.091	153.000
49	1.000	49.000	84.000	71.000	0.129	0.064	166.000
50	1.000	50.000	77.000	85.000	2.019	1.010	171.000
51	1.000	51.000	78.000	85.000	0.129	0.064	144.000
52	1.000	52.000	78.000	85.000	0.000	0.000	147.000
53	1.000	53.000	71.000	91.000	1.189	0.595	114.000
54	1.000	54.000	71.000	91.000	0.000	0.000	101.000
55	1.000	55.000	71.000	92.000	0.129	0.064	142.000
56	1.000	56.000	71.000	91.000	0.129	0.064	112.000
57	1.000	57.000	71.000	91.000	0.000	0.000	105.000
58	1.000	58.000	70.000	91.000	0.129	0.064	160.000
59	1.000	59.000	71.000	92.000	0.182	0.091	147.000
60	1.000	60.000	71.000	92.000	0.000	0.000	144.000
61	1.000	61.000	71.000	92.000	0.000	0.000	150.000
62	1.000	62.000	71.000	90.000	0.258	0.129	142.000
