 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	97.000	54.000	-1.000	-1.000	110.000
2	1.000	2.000	93.000	69.000	2.003	1.001	118.000
3	1.000	3.000	79.000	84.000	2.647	1.323	180.000
4	1.000	4.000	65.000	91.000	2.019	1.010	202.000
5	1.000	5.000	42.000	93.000	2.978	1.489	198.000
6	1.000	6.000	17.000	74.000	4.051	2.025	198.000
7	1.000	7.000	15.000	63.000	1.442	0.721	202.000
8	1.000	8.000	12.000	53.000	1.347	0.673	180.000
9	1.000	9.000	13.000	49.000	0.532	0.266	151.000
10	1.000	10.000	16.000	42.000	0.982	0.491	171.000
11	1.000	11.000	22.000	23.000	2.570	1.285	113.000
12	1.000	12.000	75.000	14.000	6.935	3.467	130.000
13	1.000	13.000	75.000	15.000	0.129	0.064	133.000
14	1.000	14.000	93.000	71.000	7.588	3.794	146.000
15	1.000	15.000	80.000	86.000	2.561	1.280	177.000
16	1.000	16.000	66.000	93.000	2.019	1.010	202.000
17	1.000	17.000	61.000	95.000	0.695	0.347	161.000
18	1.000	18.000	60.000	95.000	0.129	0.064	151.000
19	1.000	19.000	46.000	92.000	1.847	0.923	136.000
20	1.000	20.000	44.000	90.000	0.365	0.182	195.000
21	1.000	21.000	44.000	90.000	0.000	0.000	202.000
22	1.000	22.000	34.000	86.000	1.389	0.695	211.000
23	1.000	23.000	32.000	86.000	0.258	0.129	202.000
24	1.000	24.000	29.000	84.000	0.465	0.233	217.000
25	1.000	25.000	21.000	72.000	1.860	0.930	192.000
26	1.000	26.000	17.000	50.000	2.885	1.442	189.000
27	1.000	27.000	17.000	48.000	0.258	0.129	185.000
28	1.000	28.000	16.000	48.000	0.129	0.064	189.000
29	1.000	29.000	16.000	48.000	0.000	0.000	177.000
30	1.000	30.000	16.000	39.000	1.161	0.580	168.000
31	1.000	31.000	16.000	37.000	0.258	0.129	171.000
32	1.000	32.000	22.000	30.000	1.189	0.595	161.000
33	1.000	33.000	22.000	30.000	0.000	0.000	168.000
34	1.000	34.000	21.000	30.000	0.129	0.064	164.000
35	1.000	35.000	21.000	30.000	0.000	0.000	164.000
36	1.000	36.000	21.000	30.000	0.000	0.000	168.000
37	1.000	37.000	21.000	30.000	0.000	0.000	171.000
38	1.000	38.000	19.000	30.000	0.258	0.129	161.000
39	1.000	39.000	27.000	21.000	1.553	0.777	151.000
40	1.000	40.000	27.000	21.000	0.000	0.000	154.000
41	1.000	41.000	28.000	21.000	0.129	0.064	157.000
42	1.000	42.000	28.000	21.000	0.000	0.000	157.000
43	1.000	43.000	35.000	16.000	1.110	0.555	151.000
44	1.000	44.000	36.000	15.000	0.182	0.091	157.000
45	1.000	45.000	86.000	42.000	7.330	3.665	164.000
46	1.000	46.000	87.000	40.000	0.288	0.144	161.000
47	1.000	47.000	80.000	20.000	2.733	1.367	126.000
48	1.000	48.000	79.000	20.000	0.129	0.064	138.000
49	1.000	49.000	79.000	21.000	0.129	0.064	146.000
50	1.000	50.000	72.000	15.000	1.189	0.595	142.000
51	1.000	51.000	69.000	13.000	0.465	0.233	113.000
52	1.000	52.000	58.000	11.000	1.442	0.721	122.000
53	1.000	53.000	43.000	13.000	1.952	0.976	161.000
54	1.000	54.000	41.000	15.000	0.365	0.182	151.000
55	1.000	55.000	38.000	15.000	0.387	0.194	151.000
56	1.000	56.000	38.000	15.000	0.000	0.000	154.000
57	1.000	57.000	37.000	16.000	0.182	0.091	142.000
58	1.000	58.000	17.000	38.000	3.835	1.918	154.000
59	1.000	59.000	17.000	38.000	0.000	0.000	161.000
60	1.000	60.000	15.000	44.000	0.816	0.408	174.000
61	1.000	61.000	14.000	40.000	0.532	0.266	161.000
62	1.000	62.000	14.000	40.000	0.000	0.000	171.000
