 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	41.000	98.000	-1.000	-1.000	164.000
2	1.000	2.000	42.000	97.000	0.182	0.091	123.000
3	1.000	3.000	43.000	97.000	0.129	0.064	195.000
4	1.000	4.000	41.000	98.000	0.288	0.144	156.000
5	1.000	5.000	42.000	97.000	0.182	0.091	119.000
6	1.000	6.000	42.000	96.000	0.129	0.064	142.000
7	1.000	7.000	41.000	96.000	0.129	0.064	164.000
8	1.000	8.000	29.000	87.000	1.935	0.968	195.000
9	1.000	9.000	27.000	87.000	0.258	0.129	145.000
10	1.000	10.000	25.000	87.000	0.258	0.129	213.000
11	1.000	11.000	30.000	87.000	0.645	0.322	234.000
12	1.000	12.000	27.000	86.000	0.408	0.204	170.000
13	1.000	13.000	29.000	87.000	0.288	0.144	213.000
14	1.000	14.000	28.000	87.000	0.129	0.064	195.000
15	1.000	15.000	25.000	85.000	0.465	0.233	213.000
16	1.000	16.000	27.000	87.000	0.365	0.182	145.000
17	1.000	17.000	28.000	86.000	0.182	0.091	205.000
18	1.000	18.000	24.000	75.000	1.510	0.755	230.000
19	1.000	19.000	23.000	72.000	0.408	0.204	230.000
20	1.000	20.000	22.000	72.000	0.129	0.064	162.000
21	1.000	21.000	23.000	69.000	0.408	0.204	225.000
22	1.000	22.000	21.000	68.000	0.288	0.144	205.000
23	1.000	23.000	21.000	70.000	0.258	0.129	142.000
24	1.000	24.000	22.000	68.000	0.288	0.144	205.000
25	1.000	25.000	21.000	70.000	0.288	0.144	176.000
26	1.000	26.000	23.000	70.000	0.258	0.129	209.000
27	1.000	27.000	22.000	70.000	0.129	0.064	209.000
28	1.000	28.000	22.000	66.000	0.516	0.258	221.000
29	1.000	29.000	25.000	59.000	0.982	0.491	225.000
30	1.000	30.000	25.000	53.000	0.774	0.387	201.000
31	1.000	31.000	26.000	52.000	0.182	0.091	217.000
32	1.000	32.000	24.000	51.000	0.288	0.144	237.000
33	1.000	33.000	22.000	49.000	0.365	0.182	170.000
34	1.000	34.000	23.000	51.000	0.288	0.144	241.000
35	1.000	35.000	24.000	51.000	0.129	0.064	237.000
36	1.000	36.000	23.000	52.000	0.182	0.091	241.000
37	1.000	37.000	24.000	51.000	0.182	0.091	234.000
38	1.000	38.000	22.000	50.000	0.288	0.144	132.000
39	1.000	39.000	21.000	49.000	0.182	0.091	145.000
40	1.000	40.000	21.000	48.000	0.129	0.064	170.000
41	1.000	41.000	21.000	50.000	0.258	0.129	142.000
42	1.000	42.000	23.000	50.000	0.258	0.129	225.000
43	1.000	43.000	24.000	51.000	0.182	0.091	241.000
44	1.000	44.000	23.000	49.000	0.288	0.144	237.000
45	1.000	45.000	22.000	51.000	0.288	0.144	176.000
46	1.000	46.000	28.000	41.000	1.504	0.752	188.000
47	1.000	47.000	34.000	37.000	0.930	0.465	230.000
48	1.000	48.000	30.000	38.000	0.532	0.266	170.000
49	1.000	49.000	32.000	41.000	0.465	0.233	245.000
50	1.000	50.000	33.000	38.000	0.408	0.204	230.000
51	1.000	51.000	31.000	40.000	0.365	0.182	234.000
52	1.000	52.000	33.000	38.000	0.365	0.182	230.000
53	1.000	53.000	32.000	39.000	0.182	0.091	217.000
54	1.000	54.000	35.000	38.000	0.408	0.204	241.000
55	1.000	55.000	38.000	35.000	0.547	0.274	217.000
56	1.000	56.000	45.000	31.000	1.040	0.520	221.000
57	1.000	57.000	48.000	29.000	0.465	0.233	225.000
58	1.000	58.000	44.000	29.000	0.516	0.258	185.000
59	1.000	59.000	45.000	31.000	0.288	0.144	225.000
60	1.000	60.000	48.000	31.000	0.387	0.194	198.000
61	1.000	61.000	51.000	29.000	0.465	0.233	245.000
62	1.000	62.000	50.000	30.000	0.182	0.091	221.000
