 	Track n°	Slice n°	X	Y	Distance	Velocity	Pixel Value
1	1.000	1.000	14.000	74.000	-1.000	-1.000	99.000
2	1.000	2.000	14.000	74.000	0.000	0.000	107.000
3	1.000	3.000	24.000	86.000	2.015	1.008	139.000
4	1.000	4.000	27.000	89.000	0.547	0.274	75.000
5	1.000	5.000	41.000	101.000	2.379	1.189	171.000
6	1.000	6.000	70.000	96.000	3.796	1.898	160.000
7	1.000	7.000	75.000	94.000	0.695	0.347	126.000
8	1.000	8.000	94.000	73.000	3.653	1.827	150.000
9	1.000	9.000	99.000	54.000	2.534	1.267	102.000
10	1.000	10.000	96.000	37.000	2.227	1.113	132.000
11	1.000	11.000	96.000	36.000	0.129	0.064	93.000
12	1.000	12.000	89.000	21.000	2.135	1.068	164.000
13	1.000	13.000	57.000	7.000	4.506	2.253	183.000
14	1.000	14.000	40.000	10.000	2.227	1.113	129.000
15	1.000	15.000	32.000	15.000	1.217	0.608	194.000
16	1.000	16.000	18.000	26.000	2.297	1.148	119.000
17	1.000	17.000	18.000	26.000	0.000	0.000	126.000
18	1.000	18.000	11.000	41.000	2.135	1.068	168.000
19	1.000	19.000	10.000	43.000	0.288	0.144	145.000
20	1.000	20.000	10.000	44.000	0.129	0.064	199.000
21	1.000	21.000	10.000	75.000	3.999	2.000	105.000
22	1.000	22.000	27.000	88.000	2.761	1.380	190.000
23	1.000	23.000	32.000	91.000	0.752	0.376	216.000
24	1.000	24.000	51.000	100.000	2.712	1.356	58.000
25	1.000	25.000	74.000	92.000	3.141	1.571	212.000
26	1.000	26.000	91.000	80.000	2.684	1.342	141.000
27	1.000	27.000	97.000	52.000	3.694	1.847	221.000
28	1.000	28.000	97.000	50.000	0.258	0.129	199.000
29	1.000	29.000	96.000	40.000	1.296	0.648	231.000
30	1.000	30.000	71.000	15.000	4.561	2.280	221.000
31	1.000	31.000	71.000	15.000	0.000	0.000	221.000
32	1.000	32.000	56.000	7.000	2.193	1.096	204.000
33	1.000	33.000	40.000	15.000	2.308	1.154	160.000
34	1.000	34.000	40.000	15.000	0.000	0.000	160.000
35	1.000	35.000	40.000	15.000	0.000	0.000	164.000
36	1.000	36.000	40.000	15.000	0.000	0.000	171.000
37	1.000	37.000	40.000	15.000	0.000	0.000	171.000
38	1.000	38.000	40.000	15.000	0.000	0.000	156.000
39	1.000	39.000	40.000	15.000	0.000	0.000	164.000
40	1.000	40.000	40.000	15.000	0.000	0.000	160.000
41	1.000	41.000	40.000	15.000	0.000	0.000	174.000
42	1.000	42.000	40.000	15.000	0.000	0.000	168.000
43	1.000	43.000	40.000	15.000	0.000	0.000	168.000
44	1.000	44.000	40.000	15.000	0.000	0.000	174.000
45	1.000	45.000	44.000	13.000	0.577	0.288	179.000
46	1.000	46.000	45.000	12.000	0.182	0.091	129.000
47	1.000	47.000	45.000	12.000	0.000	0.000	134.000
48	1.000	48.000	58.000	12.000	1.677	0.838	212.000
49	1.000	49.000	58.000	11.000	0.129	0.064	183.000
50	1.000	50.000	60.000	12.000	0.288	0.144	244.000
51	1.000	51.000	60.000	12.000	0.000	0.000	231.000
52	1.000	52.000	76.000	12.000	2.064	1.032	199.000
53	1.000	53.000	77.000	15.000	0.408	0.204	129.000
54	1.000	54.000	78.000	16.000	0.182	0.091	150.000
55	1.000	55.000	80.000	19.000	0.465	0.233	235.000
56	1.000	56.000	84.000	23.000	0.730	0.365	226.000
57	1.000	57.000	84.000	23.000	0.000	0.000	231.000
58	1.000	58.000	85.000	23.000	0.129	0.064	199.000
59	1.000	59.000	88.000	27.000	0.645	0.322	187.000
60	1.000	60.000	93.000	38.000	1.559	0.779	129.000
61	1.000	61.000	93.000	38.000	0.000	0.000	145.000
62	1.000	62.000	93.000	44.000	0.774	0.387	129.000
