index,cop,day,fname,by,Ok?,remarks
950,10_4C,13,10_4C_13,RL,0,
959,10_5C,13,10_5C_13,RL,0,
977,10_6D,13,10_6D_13,RL,0,
995,11_1D,13,11_1D_13,RL,0,
1013,11_2C,13,11_2C_13,RL,0,
1022,11_4A,13,11_4A_13,RL,0,
1031,11_4B,13,11_4B_13,RL,0,
1040,11_5B,13,11_5B_13,RL,0,
1049,11_6C,13,11_6C_13,RL,0,
1058,11_6D,13,11_6D_13,RL,0,
1067,12_3C,13,12_3C_13,RL,0,
1076,12_4B,13,12_4B_13,RL,0,
1085,12_5D,13,12_5D_13,RL,0,
1094,12_6C,13,12_6C_13,RL,0,
1103,12_6D,13,12_6D_13,RL,0,
1112,13_1A,13,13_1A_13,RL,0,
1121,13_1B,13,13_1B_13,RL,1,?
1130,13_1C,13,13_1C_13,RL,0,
1148,13_2B,13,13_2B_13,RL,0,
1157,13_3C,13,13_3C_13,RL,0,
1166,13_3D,13,13_3D_13,RL,0,
1175,13_4A,13,13_4A_13,RL,0,
1184,13_5B,13,13_5B_13,RL,0,
1193,13_6A,13,13_6A_13,RL,0,
1202,13_6D,13,13_6D_13,RL,0,
1211,14_2A,13,14_2A_13,RL,0,
1220,14_2B,13,14_2B_13,RL,0,
1229,14_3A,13,14_3A_13,RL,0,
1238,14_3D,13,14_3D_13,RL,0,
1247,14_4A,13,14_4A_13,RL,0,
1256,14_4B,13,14_4B_13,RL,0,
1265,14_4D,13,14_4D_13,RL,0,
1274,14_5C,13,14_5C_13,RL,0,
1283,14_6C,13,14_6C_13,RL,0,
1292,15_1A,13,15_1A_13,RL,0,
1310,15_2A,13,15_2A_13,RL,0,
1319,15_2C,13,15_2C_13,RL,0,
1346,15_5B,13,15_5B_13,RL,0,
1355,15_5D,13,15_5D_13,RL,0,
1364,15_6D,13,15_6D_13,RL,0,
1373,16_4B,13,16_4B_13,RL,0,
1382,16_5A,13,16_5A_13,RL,0,
1400,17_2B,13,17_2B_13,RL,0,
1409,18_4A,13,18_4A_13,RL,0,
1418,18_5B,13,18_5B_13,RL,0,
1427,18_5D,13,18_5D_13,RL,0,
1436,18_6C,13,18_6C_13,RL,0,
1445,19_1A,13,19_1A_13,RL,0,
1454,19_1D,13,19_1D_13,RL,0,
1472,19_3A,13,19_3A_13,RL,0,
1481,20_5B,13,20_5B_13,RL,0,
1499,20_6B,13,20_6B_13,RL,0,
1508,21_1D,13,21_1D_13,RL,0,
1517,21_2B,13,21_2B_13,RL,0,
1526,21_3A,13,21_3A_13,RL,0,
1535,21_4A,13,21_4A_13,RL,0,
1544,21_4B,13,21_4B_13,RL,0,
1553,21_4C,13,21_4C_13,RL,0,
1562,21_4D,13,21_4D_13,RL,0,
1571,21_5C,13,21_5C_13,RL,0,
1580,21_5D,13,21_5D_13,RL,0,
1589,21_6A,13,21_6A_13,RL,0,
1598,21_6B,13,21_6B_13,RL,0,
1616,22_1A,13,22_1A_13,RL,0,
1625,22_1B,13,22_1B_13,RL,0,
1634,22_1D,13,22_1D_13,RL,0,
1643,22_2A,13,22_2A_13,RL,0,
1652,22_2B,13,22_2B_13,RL,0,
1661,22_2D,13,22_2D_13,RL,0,
1670,22_3A,13,22_3A_13,RL,0,
1679,22_4B,13,22_4B_13,RL,0,
1688,22_5D,13,22_5D_13,RL,0,
1697,22_6B,13,22_6B_13,RL,0,
1706,22_6C,13,22_6C_13,RL,0,
1715,22_6D,13,22_6D_13,RL,0,
1724,23_1B,13,23_1B_13,RL,0,
1733,23_1C,13,23_1C_13,RL,0,
1742,23_2A,13,23_2A_13,RL,0,
1751,23_2C,13,23_2C_13,RL,1,?
1760,23_2D,13,23_2D_13,RL,0,
1769,23_3A,13,23_3A_13,RL,0,
1778,23_3B,13,23_3B_13,RL,0,
1787,23_4A,13,23_4A_13,RL,0,
1796,23_4C,13,23_4C_13,RL,0,
1805,23_4D,13,23_4D_13,RL,0,
1814,23_5A,13,23_5A_13,RL,0,
1823,23_5B,13,23_5B_13,RL,0,
1832,23_5C,13,23_5C_13,RL,0,
1841,23_5D,13,23_5D_13,RL,0,
1850,23_6A,13,23_6A_13,RL,0,
1859,23_6B,13,23_6B_13,RL,0,
1868,24_1B,13,24_1B_13,RL,0,
1877,24_1C,13,24_1C_13,RL,0,
1886,24_2B,13,24_2B_13,RL,0,
1895,24_2C,13,24_2C_13,RL,0,
1904,24_3C,13,24_3C_13,RL,0,
1913,24_3D,13,24_3D_13,RL,0,
1922,24_4C,13,24_4C_13,RL,0,
1931,24_4D,13,24_4D_13,RL,0,
1940,24_5A,13,24_5A_13,RL,0,
1949,24_5B,13,24_5B_13,RL,0,
1958,24_6B,13,24_6B_13,RL,0,
1967,24_6C,13,24_6C_13,RL,0,
1976,25_1A,13,25_1A_13,RL,0,
1985,25_2A,13,25_2A_13,RL,0,
1994,25_3A,13,25_3A_13,RL,0,
2003,25_3B,13,25_3B_13,RL,0,
2012,25_3D,13,25_3D_13,RL,0,
2021,25_4A,13,25_4A_13,RL,0,
2030,25_4C,13,25_4C_13,RL,0,
2039,25_4D,13,25_4D_13,RL,0,
2048,25_5A,13,25_5A_13,RL,0,
2057,25_5B,13,25_5B_13,RL,0,
2066,25_5D,13,25_5D_13,RL,0,
2075,25_6B,13,25_6B_13,RL,0,
2084,25_6D,13,25_6D_13,RL,0,
2093,26_1A,13,26_1A_13,RL,0,
2111,26_2A,13,26_2A_13,RL,0,
2120,26_2C,13,26_2C_13,RL,0,
2129,26_3A,13,26_3A_13,RL,0,
2138,26_3B,13,26_3B_13,RL,0,
2147,26_3C,13,26_3C_13,RL,0,
2156,26_4A,13,26_4A_13,RL,0,
2165,26_4B,13,26_4B_13,RL,0,
2174,26_4D,13,26_4D_13,RL,0,
2183,26_5A,13,26_5A_13,RL,0,
2192,26_5D,13,26_5D_13,RL,0,
2201,26_6A,13,26_6A_13,RL,0,
2210,26_6B,13,26_6B_13,RL,0,
2219,26_6C,13,26_6C_13,RL,0,
2228,27_1B,13,27_1B_13,RL,0,
2237,27_1C,13,27_1C_13,RL,1,?
2246,27_1D,13,27_1D_13,RL,0,
2255,27_2D,13,27_2D_13,RL,0,
2264,27_4B,13,27_4B_13,RL,0,
2273,27_4D,13,27_4D_13,RL,0,
2282,27_5B,13,27_5B_13,RL,0,
2291,27_5C,13,27_5C_13,RL,0,
2300,27_6A,13,27_6A_13,RL,0,
2309,27_6C,13,27_6C_13,RL,0,
2318,28_3B,13,28_3B_13,RL,0,
2327,28_3C,13,28_3C_13,RL,0,
2336,28_4A,13,28_4A_13,RL,0,
2345,28_5B,13,28_5B_13,RL,0,
2354,28_6A,13,28_6A_13,RL,0,
2363,28_6C,13,28_6C_13,RL,0,
2372,29_1A,13,29_1A_13,RL,0,
2381,29_1C,13,29_1C_13,RL,0,
2390,29_2A,13,29_2A_13,RL,0,
2399,29_2C,13,29_2C_13,RL,0,
2408,29_2D,13,29_2D_13,RL,0,
2417,29_3B,13,29_3B_13,RL,0,
2426,29_5B,13,29_5B_13,RL,0,
2435,29_6A,13,29_6A_13,RL,0,
2444,29_6B,13,29_6B_13,RL,1,?
2453,29_6D,13,29_6D_13,RL,0,
2462,30_1A,13,30_1A_13,RL,0,
2471,30_2B,13,30_2B_13,RL,0,
2480,30_3B,13,30_3B_13,RL,0,
2489,30_3C,13,30_3C_13,RL,0,
2498,30_3D,13,30_3D_13,RL,1,?
2507,30_4D,13,30_4D_13,RL,0,
2516,30_5B,13,30_5B_13,RL,0,
2525,30_5C,13,30_5C_13,RL,0,
2534,30_5D,13,30_5D_13,RL,0,
2543,30_6A,13,30_6A_13,RL,0,
2552,30_6B,13,30_6B_13,RL,0,
2561,30_6C,13,30_6C_13,RL,0,
2570,31_1C,13,31_1C_13,RL,0,
2579,31_2C,13,31_2C_13,RL,0,
2588,31_2D,13,31_2D_13,RL,0,
2597,31_3A,13,31_3A_13,RL,0,
2606,31_3B,13,31_3B_13,RL,1,?
2615,31_4B,13,31_4B_13,RL,0,
2624,31_4C,13,31_4C_13,RL,0,
2633,31_5B,13,31_5B_13,RL,0,
2651,31_6D,13,31_6D_13,RL,0,
2660,32_1A,13,32_1A_13,RL,0,
2669,32_1C,13,32_1C_13,RL,0,
2678,32_1D,13,32_1D_13,RL,0,
2687,32_2A,13,32_2A_13,RL,0,
2696,32_2B,13,32_2B_13,RL,0,
2705,32_2C,13,32_2C_13,RL,0,
2714,32_2D,13,32_2D_13,RL,0,
2723,32_3A,13,32_3A_13,RL,0,
2750,32_4C,13,32_4C_13,RL,0,
2759,32_6A,13,32_6A_13,RL,0,
2768,32_6B,13,32_6B_13,RL,0,
2777,32_6C,13,32_6C_13,RL,0,
2786,33_1A,13,33_1A_13,RL,0,
2795,33_1D,13,33_1D_13,RL,0,
2804,33_2A,13,33_2A_13,RL,0,
2813,33_2B,13,33_2B_13,RL,0,
2822,33_2C,13,33_2C_13,RL,0,
2831,33_2D,13,33_2D_13,RL,0,
2840,33_3A,13,33_3A_13,RL,0,
2849,33_3C,13,33_3C_13,RL,0,
2867,33_5A,13,33_5A_13,RL,0,
2876,33_5C,13,33_5C_13,RL,0,
2885,33_5D,13,33_5D_13,RL,0,
2894,33_6A,13,33_6A_13,RL,0,
2903,34_1A,13,34_1A_13,RL,0,
2912,34_1B,13,34_1B_13,RL,0,
2921,34_1C,13,34_1C_13,RL,0,
2930,34_1D,13,34_1D_13,RL,0,
2939,34_2A,13,34_2A_13,RL,0,
2948,34_2C,13,34_2C_13,RL,0,
2966,34_3C,13,34_3C_13,RL,0,
2975,34_4A,13,34_4A_13,RL,0,
2984,34_4B,13,34_4B_13,RL,0,
2993,34_5C,13,34_5C_13,RL,0,
3002,34_5D,13,34_5D_13,RL,0,
3011,34_6A,13,34_6A_13,RL,1,?
3020,34_6B,13,34_6B_13,RL,0,
3029,34_6C,13,34_6C_13,RL,0,
3038,35_1C,13,35_1C_13,RL,0,
3047,35_2A,13,35_2A_13,RL,0,
3056,35_2B,13,35_2B_13,RL,0,
3083,35_4A,13,35_4A_13,RL,0,
3092,35_4D,13,35_4D_13,RL,0,
3101,35_5A,13,35_5A_13,RL,0,
3110,35_5B,13,35_5B_13,RL,0,
3119,35_5C,13,35_5C_13,RL,0,
3128,35_5D,13,35_5D_13,RL,0,
3137,35_6A,13,35_6A_13,RL,0,
3146,35_6B,13,35_6B_13,RL,0,
3155,35_6C,13,35_6C_13,RL,0,
3164,35_6D,13,35_6D_13,RL,0,
3182,36_1D,13,36_1D_13,RL,0,
3191,36_2A,13,36_2A_13,RL,0,
3200,36_2B,13,36_2B_13,RL,0,
3209,36_2D,13,36_2D_13,RL,0,
3218,36_3B,13,36_3B_13,RL,0,
3227,36_4C,13,36_4C_13,RL,0,
3236,36_6A,13,36_6A_13,RL,0,
3254,37_1C,13,37_1C_13,RL,0,
3263,37_1D,13,37_1D_13,RL,0,
3272,37_2A,13,37_2A_13,RL,0,
3281,37_3C,13,37_3C_13,RL,0,
3290,37_4B,13,37_4B_13,RL,0,
3299,37_5C,13,37_5C_13,RL,0,
3317,38_1B,13,38_1B_13,RL,0,
3326,38_1C,13,38_1C_13,RL,0,
3335,38_1D,13,38_1D_13,RL,0,
3344,38_2C,13,38_2C_13,RL,0,
3353,38_2D,13,38_2D_13,RL,0,
3362,38_3B,13,38_3B_13,RL,0,
3371,38_3C,13,38_3C_13,RL,0,
3389,38_5A,13,38_5A_13,RL,0,
3398,38_5B,13,38_5B_13,RL,0,
3407,38_5C,13,38_5C_13,RL,0,
3416,38_6A,13,38_6A_13,RL,0,
3425,39_1C,13,39_1C_13,RL,0,
3434,39_2B,13,39_2B_13,RL,0,
3443,39_2C,13,39_2C_13,RL,0,
3452,39_2D,13,39_2D_13,RL,0,
3461,39_5B,13,39_5B_13,RL,0,
3470,39_5D,13,39_5D_13,RL,0,
3479,39_6A,13,39_6A_13,RL,0,
3488,39_6B,13,39_6B_13,RL,0,
3497,39_6D,13,39_6D_13,RL,0,
3506,40_1A,13,40_1A_13,RL,0,
3515,40_1C,13,40_1C_13,RL,0,
3524,40_1D,13,40_1D_13,RL,0,
3533,40_2A,13,40_2A_13,RL,0,
3542,40_2B,13,40_2B_13,RL,0,
3551,40_2C,13,40_2C_13,RL,0,
3560,40_3C,13,40_3C_13,RL,0,
3569,40_4A,13,40_4A_13,RL,0,
3578,40_4D,13,40_4D_13,RL,0,
3587,40_6D,13,40_6D_13,RL,0,
3596,41_1A,13,41_1A_13,RL,0,
3605,41_1B,13,41_1B_13,RL,0,
3614,41_1D,13,41_1D_13,RL,0,
3623,41_4A,13,41_4A_13,RL,0,
3632,41_5C,13,41_5C_13,RL,0,
3641,41_6C,13,41_6C_13,RL,0,
3650,41_6D,13,41_6D_13,RL,0,
3659,42_1A,13,42_1A_13,RL,0,
3668,42_1C,13,42_1C_13,RL,0,
3677,42_2A,13,42_2A_13,RL,0,
3686,42_2B,13,42_2B_13,RL,0,
3695,42_3A,13,42_3A_13,RL,0,
3704,42_3B,13,42_3B_13,RL,0,
3713,42_3D,13,42_3D_13,RL,0,
3722,42_4B,13,42_4B_13,RL,0,
3731,42_4D,13,42_4D_13,RL,0,
3740,42_5D,13,42_5D_13,RL,0,
3749,42_6A,13,42_6A_13,RL,0,
3758,42_6D,13,42_6D_13,RL,0,
3767,43_1A,13,43_1A_13,RL,0,
3776,43_1B,13,43_1B_13,RL,0,
3785,43_1C,13,43_1C_13,RL,0,
3803,43_2D,13,43_2D_13,RL,0,
3812,43_3A,13,43_3A_13,RL,0,
3821,43_3B,13,43_3B_13,RL,0,
3830,43_3C,13,43_3C_13,RL,0,
3839,43_4C,13,43_4C_13,RL,0,
3848,43_4D,13,43_4D_13,RL,0,
3857,43_5B,13,43_5B_13,RL,0,
3866,43_6B,13,43_6B_13,RL,0,
3875,44_1B,13,44_1B_13,RL,0,
3893,44_2B,13,44_2B_13,RL,0,
3902,44_2D,13,44_2D_13,RL,0,
3911,44_3B,13,44_3B_13,RL,0,
3920,44_3C,13,44_3C_13,RL,0,
3938,44_4B,13,44_4B_13,RL,0,
3947,44_4C,13,44_4C_13,RL,0,
3956,44_5D,13,44_5D_13,RL,0,
3965,45_1A,13,45_1A_13,RL,0,
3974,45_1B,13,45_1B_13,RL,0,
3983,45_2A,13,45_2A_13,RL,0,
3992,45_3C,13,45_3C_13,RL,0,
4001,45_4A,13,45_4A_13,RL,0,
4010,45_6B,13,45_6B_13,RL,0,
4019,45_6C,13,45_6C_13,RL,0,
4028,45_6D,13,45_6D_13,RL,0,
4037,46_1A,13,46_1A_13,RL,0,
4046,46_3B,13,46_3B_13,RL,0,
4055,46_3D,13,46_3D_13,RL,0,
4064,46_4D,13,46_4D_13,RL,0,
4073,47_1A,13,47_1A_13,RL,0,
4082,47_1C,13,47_1C_13,RL,0,
4091,47_2A,13,47_2A_13,RL,0,
4100,47_2B,13,47_2B_13,RL,0,
4109,47_4C,13,47_4C_13,RL,0,
4118,47_5B,13,47_5B_13,RL,0,
4127,47_5C,13,47_5C_13,RL,0,
4136,47_6B,13,47_6B_13,RL,0,
4145,48_2A,13,48_2A_13,RL,0,
4154,48_4A,13,48_4A_13,RL,0,
4163,48_4B,13,48_4B_13,RL,0,
4172,48_4C,13,48_4C_13,RL,0,
4181,48_4D,13,48_4D_13,RL,0,
4190,48_6A,13,48_6A_13,RL,0,
4199,48_6B,13,48_6B_13,RL,0,
4208,49_1B,13,49_1B_13,RL,0,
4217,49_1C,13,49_1C_13,RL,0,
4226,49_1D,13,49_1D_13,RL,0,
4235,49_3B,13,49_3B_13,RL,0,
4244,50_4A,13,50_4A_13,RL,0,
4253,50_4B,13,50_4B_13,RL,0,
4262,50_5C,13,50_5C_13,RL,0,
4271,50_6C,13,50_6C_13,RL,0,
4280,51_1D,13,51_1D_13,RL,0,
4289,51_3D,13,51_3D_13,RL,0,
4298,51_4B,13,51_4B_13,RL,0,
4307,51_4C,13,51_4C_13,RL,0,
4316,51_5B,13,51_5B_13,RL,0,
4325,51_6D,13,51_6D_13,RL,0,
4334,52_1A,13,52_1A_13,RL,0,
4343,52_1C,13,52_1C_13,RL,0,
4352,52_1D,13,52_1D_13,RL,0,
4361,52_2C,13,52_2C_13,RL,0,
4370,52_2D,13,52_2D_13,RL,0,
4379,52_3A,13,52_3A_13,RL,0,
4388,52_3D,13,52_3D_13,RL,0,
4397,52_4C,13,52_4C_13,RL,0,
4415,52_5C,13,52_5C_13,RL,0,
4424,52_6A,13,52_6A_13,RL,0,
4433,52_6B,13,52_6B_13,RL,0,
4442,52_6D,13,52_6D_13,RL,0,
4451,53_2A,13,53_2A_13,RL,0,
4460,53_3C,13,53_3C_13,RL,0,
4469,53_4B,13,53_4B_13,RL,0,
4478,53_5B,13,53_5B_13,RL,0,
4487,53_6A,13,53_6A_13,RL,0,
4496,53_6D,13,53_6D_13,RL,0,
4505,54_2B,13,54_2B_13,RL,0,
4514,54_3D,13,54_3D_13,RL,0,
4523,54_4B,13,54_4B_13,RL,0,
4532,54_4D,13,54_4D_13,RL,0,
4541,54_5A,13,54_5A_13,RL,1,?
4550,54_5B,13,54_5B_13,RL,1,?
4559,54_6A,13,54_6A_13,RL,0,
4568,54_6C,13,54_6C_13,RL,0,
4586,55_1B,13,55_1B_13,RL,0,
4595,55_1C,13,55_1C_13,RL,0,
4604,55_2A,13,55_2A_13,RL,0,
4613,55_3A,13,55_3A_13,RL,0,
4622,55_3C,13,55_3C_13,RL,0,
4631,55_3D,13,55_3D_13,RL,0,
4640,55_4A,13,55_4A_13,RL,0,
4649,55_4B,13,55_4B_13,RL,0,
4658,55_4C,13,55_4C_13,RL,0,
4667,55_4D,13,55_4D_13,RL,0,
4676,55_5A,13,55_5A_13,RL,0,
4685,55_5C,13,55_5C_13,RL,0,
4694,55_5D,13,55_5D_13,RL,0,
4703,55_6B,13,55_6B_13,RL,0,
4712,55_6C,13,55_6C_13,RL,0,
4721,55_6D,13,55_6D_13,RL,0,
4739,56_2D,13,56_2D_13,RL,0,
4748,56_3A,13,56_3A_13,RL,0,
4757,56_3C,13,56_3C_13,RL,0,
4766,56_4D,13,56_4D_13,RL,0,
4775,56_5A,13,56_5A_13,RL,0,
4784,56_6B,13,56_6B_13,RL,0,
4793,56_6C,13,56_6C_13,RL,0,
4802,57_4D,13,57_4D_13,RL,0,
4811,57_5B,13,57_5B_13,RL,0,
4829,57_6A,13,57_6A_13,RL,0,
4838,57_6C,13,57_6C_13,RL,0,
4847,58_1A,13,58_1A_13,RL,0,
4865,58_2D,13,58_2D_13,RL,0,
4874,58_3B,13,58_3B_13,RL,0,
4883,58_3C,13,58_3C_13,RL,0,
4892,58_5B,13,58_5B_13,RL,0,
4901,58_5D,13,58_5D_13,RL,0,
4919,59_1D,13,59_1D_13,RL,0,
4937,59_2C,13,59_2C_13,RL,0,
4946,59_5A,13,59_5A_13,RL,0,
4955,59_5D,13,59_5D_13,RL,0,
4964,60_1A,13,60_1A_13,RL,0,
4973,60_2B,13,60_2B_13,RL,0,
4991,60_3A,13,60_3A_13,RL,0,
5000,60_3D,13,60_3D_13,RL,0,
5018,61_1A,13,61_1A_13,RL,0,
5027,61_1B,13,61_1B_13,RL,0,
5036,61_1D,13,61_1D_13,RL,0,
5054,61_2C,13,61_2C_13,RL,0,
5063,61_2D,13,61_2D_13,RL,0,
5072,61_3B,13,61_3B_13,RL,0,
5081,61_4A,13,61_4A_13,RL,0,
5090,61_4B,13,61_4B_13,RL,0,
5099,61_5B,13,61_5B_13,RL,0,
5108,61_5C,13,61_5C_13,RL,0,
5117,61_6A,13,61_6A_13,RL,0,
5126,61_6B,13,61_6B_13,RL,0,
5135,62_1A,13,62_1A_13,RL,0,
5144,62_2B,13,62_2B_13,RL,0,
5153,62_3C,13,62_3C_13,RL,0,
5162,62_4B,13,62_4B_13,RL,0,
5171,62_4C,13,62_4C_13,RL,0,
5180,62_4D,13,62_4D_13,RL,0,
5189,62_5D,13,62_5D_13,RL,0,
5198,63_1C,13,63_1C_13,RL,0,
5207,63_3B,13,63_3B_13,RL,0,
5216,63_4A,13,63_4A_13,RL,0,
5225,63_4C,13,63_4C_13,RL,0,
5234,63_4D,13,63_4D_13,RL,0,
5243,63_5D,13,63_5D_13,RL,0,
5252,63_6A,13,63_6A_13,RL,0,
5261,63_6C,13,63_6C_13,RL,0,
5270,64_1D,13,64_1D_13,RL,0,
5279,64_2A,13,64_2A_13,RL,0,
5288,64_2D,13,64_2D_13,RL,0,
5297,64_3A,13,64_3A_13,RL,0,
5306,64_4C,13,64_4C_13,RL,0,
5315,64_5B,13,64_5B_13,RL,0,
5324,64_5D,13,64_5D_13,RL,0,
5333,65_1A,13,65_1A_13,RL,0,
5342,65_1C,13,65_1C_13,RL,0,
5351,65_2A,13,65_2A_13,RL,0,
5360,65_4A,13,65_4A_13,RL,0,
5369,65_4D,13,65_4D_13,RL,0,
5378,65_5A,13,65_5A_13,RL,0,
5387,65_6A,13,65_6A_13,RL,0,
5396,65_6B,13,65_6B_13,RL,0,
5405,65_6C,13,65_6C_13,RL,0,
5414,66_1A,13,66_1A_13,RL,0,
5423,66_2B,13,66_2B_13,RL,0,
5432,66_2C,13,66_2C_13,RL,0,
5441,66_2D,13,66_2D_13,RL,0,
5450,66_4A,13,66_4A_13,RL,0,
5459,66_4C,13,66_4C_13,RL,0,
5468,66_5A,13,66_5A_13,RL,0,
5477,66_5B,13,66_5B_13,RL,0,
5486,66_5D,13,66_5D_13,RL,0,
5495,66_6B,13,66_6B_13,RL,0,
5504,66_6C,13,66_6C_13,RL,0,
5513,67_1B,13,67_1B_13,RL,0,
5522,67_1C,13,67_1C_13,RL,0,
5531,67_2B,13,67_2B_13,RL,0,
5540,67_4B,13,67_4B_13,RL,0,
5558,67_6B,13,67_6B_13,RL,0,
5567,68_1A,13,68_1A_13,RL,0,
5576,68_2A,13,68_2A_13,RL,0,
5585,68_3A,13,68_3A_13,RL,0,
5594,68_3B,13,68_3B_13,RL,0,
5603,68_5D,13,68_5D_13,RL,0,
5612,68_6C,13,68_6C_13,RL,0,
5621,69_1A,13,69_1A_13,RL,0,
5630,69_1B,13,69_1B_13,RL,0,
5639,69_1D,13,69_1D_13,RL,0,
5648,69_2B,13,69_2B_13,RL,0,
5657,69_2C,13,69_2C_13,RL,0,
5666,69_3B,13,69_3B_13,RL,0,
5675,69_4A,13,69_4A_13,RL,1,?
5684,69_4D,13,69_4D_13,RL,0,
5693,69_5B,13,69_5B_13,RL,0,
5702,69_6A,13,69_6A_13,RL,0,
5711,69_6B,13,69_6B_13,RL,0,
5720,69_6C,13,69_6C_13,RL,0,
5729,70_1A,13,70_1A_13,RL,0,
5738,70_1B,13,70_1B_13,RL,0,
5747,70_1D,13,70_1D_13,RL,0,
5756,70_2A,13,70_2A_13,RL,0,
5765,70_2B,13,70_2B_13,RL,0,
5774,70_2D,13,70_2D_13,RL,0,
5783,70_3B,13,70_3B_13,RL,0,
5792,70_4A,13,70_4A_13,RL,0,
5801,70_6D,13,70_6D_13,RL,0,
5810,71_1A,13,71_1A_13,RL,0,
5819,71_1B,13,71_1B_13,RL,0,
5828,71_1C,13,71_1C_13,RL,0,
5846,71_2C,13,71_2C_13,RL,0,
5855,71_3A,13,71_3A_13,RL,0,
5864,71_3B,13,71_3B_13,RL,0,
5873,71_3C,13,71_3C_13,RL,0,
5882,71_4B,13,71_4B_13,RL,0,
5891,71_4C,13,71_4C_13,RL,0,
5900,71_4D,13,71_4D_13,RL,0,
5909,72_2B,13,72_2B_13,RL,0,
5918,72_2C,13,72_2C_13,RL,0,
5927,72_3A,13,72_3A_13,RL,0,
5936,72_3B,13,72_3B_13,RL,0,
5945,72_4A,13,72_4A_13,RL,0,
5954,72_4C,13,72_4C_13,RL,0,
5963,72_4D,13,72_4D_13,RL,0,
5981,72_5B,13,72_5B_13,RL,0,
5990,72_5C,13,72_5C_13,RL,0,
6008,72_6A,13,72_6A_13,RL,0,
6017,72_6C,13,72_6C_13,RL,0,
6026,72_6D,13,72_6D_13,RL,0,
6035,73_1B,13,73_1B_13,RL,0,
6044,73_1D,13,73_1D_13,RL,0,
6062,73_2D,13,73_2D_13,RL,0,
6071,73_3B,13,73_3B_13,RL,0,
6080,73_4A,13,73_4A_13,RL,0,
6089,73_4C,13,73_4C_13,RL,0,
6098,73_6A,13,73_6A_13,RL,0,
6107,73_6D,13,73_6D_13,RL,0,
6116,74_1B,13,74_1B_13,RL,0,
6125,74_1C,13,74_1C_13,RL,0,
6134,74_2B,13,74_2B_13,RL,0,
6143,74_3A,13,74_3A_13,RL,0,
6152,74_3D,13,74_3D_13,RL,0,
6161,74_4A,13,74_4A_13,RL,0,
6170,74_5D,13,74_5D_13,RL,0,
6,01_1D,15,01_1D_15,RL,0,
24,01_2C,15,01_2C_15,RL,0,
33,01_3D,15,01_3D_15,RL,0,
42,01_4A,15,01_4A_15,RL,0,
51,01_4D,15,01_4D_15,RL,0,
60,01_6C,15,01_6C_15,RL,0,
69,01_6D,15,01_6D_15,RL,0,
78,02_1C,15,02_1C_15,RL,0,
87,02_3B,15,02_3B_15,RL,0,
96,02_4B,15,02_4B_15,RL,0,
105,02_5A,15,02_5A_15,RL,0,
123,02_5D,15,02_5D_15,RL,1,?
132,03_1C,15,03_1C_15,RL,0,
141,03_1D,15,03_1D_15,RL,0,
150,03_2C,15,03_2C_15,RL,0,
159,03_2D,15,03_2D_15,RL,0,
168,03_4A,15,03_4A_15,RL,0,
177,03_4D,15,03_4D_15,RL,0,
186,03_5D,15,03_5D_15,RL,0,
195,03_6B,15,03_6B_15,RL,0,
204,03_6C,15,03_6C_15,RL,0,
213,03_6D,15,03_6D_15,RL,0,
222,04_1C,15,04_1C_15,RL,0,
231,04_1D,15,04_1D_15,RL,0,
240,04_2A,15,04_2A_15,RL,0,
249,04_2C,15,04_2C_15,RL,0,
258,04_2D,15,04_2D_15,RL,0,
267,04_3A,15,04_3A_15,RL,0,
276,04_3C,15,04_3C_15,RL,0,
294,04_5B,15,04_5B_15,RL,0,
303,04_5C,15,04_5C_15,RL,0,
312,04_5D,15,04_5D_15,RL,0,
321,04_6A,15,04_6A_15,RL,0,
330,04_6B,15,04_6B_15,RL,0,
339,04_6D,15,04_6D_15,RL,0,
348,05_1D,15,05_1D_15,RL,0,
357,05_2C,15,05_2C_15,RL,0,
366,05_2D,15,05_2D_15,RL,0,
375,05_3B,15,05_3B_15,RL,0,
384,05_4B,15,05_4B_15,RL,0,
393,05_4D,15,05_4D_15,RL,0,
402,05_5C,15,05_5C_15,RL,0,
411,05_6B,15,05_6B_15,RL,0,
420,05_6C,15,05_6C_15,RL,0,
429,06_1A,15,06_1A_15,RL,0,
438,06_1B,15,06_1B_15,RL,0,
447,06_1C,15,06_1C_15,RL,0,
456,06_2A,15,06_2A_15,RL,0,
465,06_2D,15,06_2D_15,RL,0,
474,06_3A,15,06_3A_15,RL,0,
483,06_3B,15,06_3B_15,RL,0,
492,06_3C,15,06_3C_15,RL,0,
501,06_4A,15,06_4A_15,RL,0,
510,06_5A,15,06_5A_15,RL,0,
519,06_5C,15,06_5C_15,RL,0,
528,06_6A,15,06_6A_15,RL,0,
537,06_6B,15,06_6B_15,RL,0,
546,06_6C,15,06_6C_15,RL,0,
555,06_6D,15,06_6D_15,RL,0,
564,07_1A,15,07_1A_15,RL,0,
573,07_1D,15,07_1D_15,RL,0,
582,07_2A,15,07_2A_15,RL,0,
591,07_2B,15,07_2B_15,RL,0,
600,07_2D,15,07_2D_15,RL,0,
609,07_3B,15,07_3B_15,RL,0,
618,07_3C,15,07_3C_15,RL,0,
627,07_3D,15,07_3D_15,RL,0,
636,07_4D,15,07_4D_15,RL,0,
645,07_5B,15,07_5B_15,RL,0,
654,07_5C,15,07_5C_15,RL,0,
