index,cop,day,fname,by,Ok?,remarks
663,07_6A,15,07_6A_15,RL,0,
672,07_6B,15,07_6B_15,RL,0,
681,07_6D,15,07_6D_15,RL,0,
699,08_2A,15,08_2A_15,RL,0,
708,08_2C,15,08_2C_15,RL,0,
717,08_2D,15,08_2D_15,RL,0,
735,08_3D,15,08_3D_15,RL,0,
744,08_5B,15,08_5B_15,RL,0,
753,08_5C,15,08_5C_15,RL,0,
762,08_5D,15,08_5D_15,RL,0,
771,08_6C,15,08_6C_15,RL,0,
780,09_1B,15,09_1B_15,RL,0,
789,09_1C,15,09_1C_15,RL,0,
798,09_1D,15,09_1D_15,RL,0,
807,09_2B,15,09_2B_15,RL,0,
816,09_2D,15,09_2D_15,RL,0,
825,09_3D,15,09_3D_15,RL,0,
834,09_4A,15,09_4A_15,RL,0,
843,09_4B,15,09_4B_15,RL,0,
852,09_4D,15,09_4D_15,RL,0,
861,09_5D,15,09_5D_15,RL,0,
870,09_6B,15,09_6B_15,RL,0,
879,09_6C,15,09_6C_15,RL,0,
888,09_6D,15,09_6D_15,RL,0,
897,10_1C,15,10_1C_15,RL,0,
906,10_1D,15,10_1D_15,RL,0,
915,10_2A,15,10_2A_15,RL,0,
924,10_2C,15,10_2C_15,RL,0,
933,10_2D,15,10_2D_15,RL,0,
942,10_3B,15,10_3B_15,RL,0,
951,10_4C,15,10_4C_15,RL,0,
960,10_5C,15,10_5C_15,RL,0,
978,10_6D,15,10_6D_15,RL,0,
996,11_1D,15,11_1D_15,RL,0,
1014,11_2C,15,11_2C_15,RL,0,
1023,11_4A,15,11_4A_15,RL,0,
1032,11_4B,15,11_4B_15,RL,0,
1041,11_5B,15,11_5B_15,RL,0,
1050,11_6C,15,11_6C_15,RL,0,
1059,11_6D,15,11_6D_15,RL,0,
1068,12_3C,15,12_3C_15,RL,0,
1077,12_4B,15,12_4B_15,RL,0,
1086,12_5D,15,12_5D_15,RL,0,
1095,12_6C,15,12_6C_15,RL,0,
1104,12_6D,15,12_6D_15,RL,0,
1113,13_1A,15,13_1A_15,RL,0,
1122,13_1B,15,13_1B_15,RL,0,
1131,13_1C,15,13_1C_15,RL,0,
1149,13_2B,15,13_2B_15,RL,0,
1158,13_3C,15,13_3C_15,RL,0,
1167,13_3D,15,13_3D_15,RL,0,
1176,13_4A,15,13_4A_15,RL,0,
1185,13_5B,15,13_5B_15,RL,0,
1194,13_6A,15,13_6A_15,RL,0,
1203,13_6D,15,13_6D_15,RL,0,
1212,14_2A,15,14_2A_15,RL,0,
1221,14_2B,15,14_2B_15,RL,0,
1230,14_3A,15,14_3A_15,RL,0,
1239,14_3D,15,14_3D_15,RL,0,
1248,14_4A,15,14_4A_15,RL,0,
1257,14_4B,15,14_4B_15,RL,0,
1275,14_5C,15,14_5C_15,RL,0,
1284,14_6C,15,14_6C_15,RL,0,
1311,15_2A,15,15_2A_15,RL,0,
1320,15_2C,15,15_2C_15,RL,0,
1347,15_5B,15,15_5B_15,RL,0,
1356,15_5D,15,15_5D_15,RL,0,
1365,15_6D,15,15_6D_15,RL,0,
1374,16_4B,15,16_4B_15,RL,0,
1383,16_5A,15,16_5A_15,RL,0,
1401,17_2B,15,17_2B_15,RL,0,
1410,18_4A,15,18_4A_15,RL,0,
1428,18_5D,15,18_5D_15,RL,0,
1437,18_6C,15,18_6C_15,RL,0,
1446,19_1A,15,19_1A_15,RL,0,
1455,19_1D,15,19_1D_15,RL,0,
1473,19_3A,15,19_3A_15,RL,0,
1482,20_5B,15,20_5B_15,RL,0,
1509,21_1D,15,21_1D_15,RL,0,
1518,21_2B,15,21_2B_15,RL,0,
1527,21_3A,15,21_3A_15,RL,0,
1536,21_4A,15,21_4A_15,RL,0,
1545,21_4B,15,21_4B_15,RL,0,
1554,21_4C,15,21_4C_15,RL,0,
1563,21_4D,15,21_4D_15,RL,0,
1572,21_5C,15,21_5C_15,RL,0,
1581,21_5D,15,21_5D_15,RL,0,
1590,21_6A,15,21_6A_15,RL,0,
1599,21_6B,15,21_6B_15,RL,0,
1617,22_1A,15,22_1A_15,RL,0,
1626,22_1B,15,22_1B_15,RL,0,
1635,22_1D,15,22_1D_15,RL,0,
1644,22_2A,15,22_2A_15,RL,0,
1653,22_2B,15,22_2B_15,RL,0,
1662,22_2D,15,22_2D_15,RL,0,
1680,22_4B,15,22_4B_15,RL,0,
1689,22_5D,15,22_5D_15,RL,0,
1698,22_6B,15,22_6B_15,RL,0,
1707,22_6C,15,22_6C_15,RL,0,
1716,22_6D,15,22_6D_15,RL,0,
1725,23_1B,15,23_1B_15,RL,0,
1734,23_1C,15,23_1C_15,RL,0,
1743,23_2A,15,23_2A_15,RL,0,
1752,23_2C,15,23_2C_15,RL,0,
1761,23_2D,15,23_2D_15,RL,0,
1770,23_3A,15,23_3A_15,RL,0,
1779,23_3B,15,23_3B_15,RL,0,
1788,23_4A,15,23_4A_15,RL,0,
1797,23_4C,15,23_4C_15,RL,0,
1806,23_4D,15,23_4D_15,RL,0,
1815,23_5A,15,23_5A_15,RL,0,
1824,23_5B,15,23_5B_15,RL,0,
1833,23_5C,15,23_5C_15,RL,0,
1842,23_5D,15,23_5D_15,RL,0,
1851,23_6A,15,23_6A_15,RL,0,
1860,23_6B,15,23_6B_15,RL,0,
1869,24_1B,15,24_1B_15,RL,0,
1878,24_1C,15,24_1C_15,RL,0,
1887,24_2B,15,24_2B_15,RL,0,
1896,24_2C,15,24_2C_15,RL,0,
1905,24_3C,15,24_3C_15,RL,0,
1914,24_3D,15,24_3D_15,RL,0,
1923,24_4C,15,24_4C_15,RL,0,
1932,24_4D,15,24_4D_15,RL,0,
1941,24_5A,15,24_5A_15,RL,0,
1959,24_6B,15,24_6B_15,RL,0,
1968,24_6C,15,24_6C_15,RL,0,
1977,25_1A,15,25_1A_15,RL,0,
1986,25_2A,15,25_2A_15,RL,0,
1995,25_3A,15,25_3A_15,RL,0,
2004,25_3B,15,25_3B_15,RL,0,
2013,25_3D,15,25_3D_15,RL,0,
2022,25_4A,15,25_4A_15,RL,0,
2031,25_4C,15,25_4C_15,RL,0,
2040,25_4D,15,25_4D_15,RL,0,
2049,25_5A,15,25_5A_15,RL,0,
2058,25_5B,15,25_5B_15,RL,0,
2067,25_5D,15,25_5D_15,RL,0,
2076,25_6B,15,25_6B_15,RL,0,
2085,25_6D,15,25_6D_15,RL,0,
2094,26_1A,15,26_1A_15,RL,0,
2112,26_2A,15,26_2A_15,RL,0,
2121,26_2C,15,26_2C_15,RL,0,
2130,26_3A,15,26_3A_15,RL,0,
2139,26_3B,15,26_3B_15,RL,0,
2157,26_4A,15,26_4A_15,RL,0,
2166,26_4B,15,26_4B_15,RL,0,
2175,26_4D,15,26_4D_15,RL,0,
2184,26_5A,15,26_5A_15,RL,0,
2193,26_5D,15,26_5D_15,RL,0,
2202,26_6A,15,26_6A_15,RL,0,
2211,26_6B,15,26_6B_15,RL,0,
2220,26_6C,15,26_6C_15,RL,0,
2229,27_1B,15,27_1B_15,RL,0,
2238,27_1C,15,27_1C_15,RL,0,
2247,27_1D,15,27_1D_15,RL,0,
2256,27_2D,15,27_2D_15,RL,0,
2274,27_4D,15,27_4D_15,RL,0,
2283,27_5B,15,27_5B_15,RL,0,
2292,27_5C,15,27_5C_15,RL,0,
2301,27_6A,15,27_6A_15,RL,0,
2310,27_6C,15,27_6C_15,RL,0,
2319,28_3B,15,28_3B_15,RL,0,
2328,28_3C,15,28_3C_15,RL,0,
2337,28_4A,15,28_4A_15,RL,0,
2346,28_5B,15,28_5B_15,RL,0,
2355,28_6A,15,28_6A_15,RL,0,
2364,28_6C,15,28_6C_15,RL,0,
2373,29_1A,15,29_1A_15,RL,0,
2382,29_1C,15,29_1C_15,RL,0,
2391,29_2A,15,29_2A_15,RL,0,
2400,29_2C,15,29_2C_15,RL,0,
2409,29_2D,15,29_2D_15,RL,0,
2418,29_3B,15,29_3B_15,RL,0,
2427,29_5B,15,29_5B_15,RL,0,
2436,29_6A,15,29_6A_15,RL,0,
2445,29_6B,15,29_6B_15,RL,0,
2454,29_6D,15,29_6D_15,RL,0,
2463,30_1A,15,30_1A_15,RL,0,
2472,30_2B,15,30_2B_15,RL,0,
2481,30_3B,15,30_3B_15,RL,0,
2490,30_3C,15,30_3C_15,RL,0,
2499,30_3D,15,30_3D_15,RL,0,
2508,30_4D,15,30_4D_15,RL,0,
2517,30_5B,15,30_5B_15,RL,0,
2526,30_5C,15,30_5C_15,RL,0,
2535,30_5D,15,30_5D_15,RL,0,
2544,30_6A,15,30_6A_15,RL,0,
2553,30_6B,15,30_6B_15,RL,0,
2562,30_6C,15,30_6C_15,RL,0,
2571,31_1C,15,31_1C_15,RL,0,
2580,31_2C,15,31_2C_15,RL,0,
2589,31_2D,15,31_2D_15,RL,0,
2598,31_3A,15,31_3A_15,RL,0,
2607,31_3B,15,31_3B_15,RL,0,
2616,31_4B,15,31_4B_15,RL,0,
2625,31_4C,15,31_4C_15,RL,0,
2634,31_5B,15,31_5B_15,RL,0,
2652,31_6D,15,31_6D_15,RL,0,
2661,32_1A,15,32_1A_15,RL,0,
2670,32_1C,15,32_1C_15,RL,0,
2679,32_1D,15,32_1D_15,RL,0,
2688,32_2A,15,32_2A_15,RL,0,
2697,32_2B,15,32_2B_15,RL,0,
2706,32_2C,15,32_2C_15,RL,0,
2715,32_2D,15,32_2D_15,RL,0,
2724,32_3A,15,32_3A_15,RL,0,
2751,32_4C,15,32_4C_15,RL,0,
2760,32_6A,15,32_6A_15,RL,0,
2769,32_6B,15,32_6B_15,RL,0,
2778,32_6C,15,32_6C_15,RL,0,
2787,33_1A,15,33_1A_15,RL,0,
2796,33_1D,15,33_1D_15,RL,0,
2805,33_2A,15,33_2A_15,RL,0,
2814,33_2B,15,33_2B_15,RL,0,
2823,33_2C,15,33_2C_15,RL,0,
2832,33_2D,15,33_2D_15,RL,0,
2841,33_3A,15,33_3A_15,RL,0,
2850,33_3C,15,33_3C_15,RL,0,
2868,33_5A,15,33_5A_15,RL,0,
2877,33_5C,15,33_5C_15,RL,0,
2886,33_5D,15,33_5D_15,RL,0,
2895,33_6A,15,33_6A_15,RL,0,
2904,34_1A,15,34_1A_15,RL,0,
2913,34_1B,15,34_1B_15,RL,0,
2922,34_1C,15,34_1C_15,RL,0,
2931,34_1D,15,34_1D_15,RL,0,
2940,34_2A,15,34_2A_15,RL,0,
2949,34_2C,15,34_2C_15,RL,0,
2967,34_3C,15,34_3C_15,RL,0,
2976,34_4A,15,34_4A_15,RL,0,
2985,34_4B,15,34_4B_15,RL,0,
2994,34_5C,15,34_5C_15,RL,0,
3003,34_5D,15,34_5D_15,RL,0,
3012,34_6A,15,34_6A_15,RL,0,
3021,34_6B,15,34_6B_15,RL,0,
3030,34_6C,15,34_6C_15,RL,0,
3039,35_1C,15,35_1C_15,RL,0,
3048,35_2A,15,35_2A_15,RL,0,
3057,35_2B,15,35_2B_15,RL,0,
3084,35_4A,15,35_4A_15,RL,0,
3093,35_4D,15,35_4D_15,RL,0,
3102,35_5A,15,35_5A_15,RL,0,
3111,35_5B,15,35_5B_15,RL,0,
3120,35_5C,15,35_5C_15,RL,0,
3129,35_5D,15,35_5D_15,RL,0,
3138,35_6A,15,35_6A_15,RL,0,
3147,35_6B,15,35_6B_15,RL,0,
3156,35_6C,15,35_6C_15,RL,0,
3165,35_6D,15,35_6D_15,RL,0,
3183,36_1D,15,36_1D_15,RL,0,
3192,36_2A,15,36_2A_15,RL,0,
3201,36_2B,15,36_2B_15,RL,0,
3210,36_2D,15,36_2D_15,RL,1,?
3219,36_3B,15,36_3B_15,RL,0,
3228,36_4C,15,36_4C_15,RL,0,
3237,36_6A,15,36_6A_15,RL,0,
3255,37_1C,15,37_1C_15,RL,0,
3264,37_1D,15,37_1D_15,RL,0,
3273,37_2A,15,37_2A_15,RL,0,
3282,37_3C,15,37_3C_15,RL,0,
3291,37_4B,15,37_4B_15,RL,0,
3300,37_5C,15,37_5C_15,RL,0,
3318,38_1B,15,38_1B_15,RL,0,
3327,38_1C,15,38_1C_15,RL,0,
3336,38_1D,15,38_1D_15,RL,0,
3345,38_2C,15,38_2C_15,RL,0,
3354,38_2D,15,38_2D_15,RL,0,
3363,38_3B,15,38_3B_15,RL,0,
3372,38_3C,15,38_3C_15,RL,0,
3390,38_5A,15,38_5A_15,RL,0,
3399,38_5B,15,38_5B_15,RL,0,
3408,38_5C,15,38_5C_15,RL,0,
3417,38_6A,15,38_6A_15,RL,0,
3426,39_1C,15,39_1C_15,RL,0,
3444,39_2C,15,39_2C_15,RL,0,
3453,39_2D,15,39_2D_15,RL,0,
3462,39_5B,15,39_5B_15,RL,0,
3471,39_5D,15,39_5D_15,RL,0,
3480,39_6A,15,39_6A_15,RL,0,
3489,39_6B,15,39_6B_15,RL,0,
3498,39_6D,15,39_6D_15,RL,0,
3507,40_1A,15,40_1A_15,RL,0,
3516,40_1C,15,40_1C_15,RL,0,
3525,40_1D,15,40_1D_15,RL,0,
3534,40_2A,15,40_2A_15,RL,0,
3543,40_2B,15,40_2B_15,RL,0,
3552,40_2C,15,40_2C_15,RL,0,
3561,40_3C,15,40_3C_15,RL,0,
3570,40_4A,15,40_4A_15,RL,0,
3579,40_4D,15,40_4D_15,RL,0,
3588,40_6D,15,40_6D_15,RL,0,
3597,41_1A,15,41_1A_15,RL,0,
3606,41_1B,15,41_1B_15,RL,0,
3615,41_1D,15,41_1D_15,RL,0,
3624,41_4A,15,41_4A_15,RL,0,
3633,41_5C,15,41_5C_15,RL,0,
3642,41_6C,15,41_6C_15,RL,0,
3651,41_6D,15,41_6D_15,RL,0,
3660,42_1A,15,42_1A_15,RL,0,
3669,42_1C,15,42_1C_15,RL,0,
3678,42_2A,15,42_2A_15,RL,0,
3687,42_2B,15,42_2B_15,RL,0,
3696,42_3A,15,42_3A_15,RL,0,
3705,42_3B,15,42_3B_15,RL,0,
3714,42_3D,15,42_3D_15,RL,0,
3723,42_4B,15,42_4B_15,RL,0,
3732,42_4D,15,42_4D_15,RL,0,
3741,42_5D,15,42_5D_15,RL,0,
3750,42_6A,15,42_6A_15,RL,0,
3759,42_6D,15,42_6D_15,RL,0,
3768,43_1A,15,43_1A_15,RL,0,
3777,43_1B,15,43_1B_15,RL,0,
3786,43_1C,15,43_1C_15,RL,0,
3804,43_2D,15,43_2D_15,RL,0,
3813,43_3A,15,43_3A_15,RL,0,
3822,43_3B,15,43_3B_15,RL,0,
3831,43_3C,15,43_3C_15,RL,0,
3840,43_4C,15,43_4C_15,RL,0,
3849,43_4D,15,43_4D_15,RL,0,
3858,43_5B,15,43_5B_15,RL,0,
3867,43_6B,15,43_6B_15,RL,0,
3876,44_1B,15,44_1B_15,RL,0,
3894,44_2B,15,44_2B_15,RL,0,
3903,44_2D,15,44_2D_15,RL,0,
3912,44_3B,15,44_3B_15,RL,0,
3921,44_3C,15,44_3C_15,RL,0,
3939,44_4B,15,44_4B_15,RL,0,
3948,44_4C,15,44_4C_15,RL,0,
3957,44_5D,15,44_5D_15,RL,0,
3966,45_1A,15,45_1A_15,RL,0,
3975,45_1B,15,45_1B_15,RL,0,
3984,45_2A,15,45_2A_15,RL,0,
3993,45_3C,15,45_3C_15,RL,0,
4002,45_4A,15,45_4A_15,RL,0,
4011,45_6B,15,45_6B_15,RL,0,
4020,45_6C,15,45_6C_15,RL,0,
4029,45_6D,15,45_6D_15,RL,0,
4038,46_1A,15,46_1A_15,RL,0,
4047,46_3B,15,46_3B_15,RL,0,
4056,46_3D,15,46_3D_15,RL,0,
4065,46_4D,15,46_4D_15,RL,0,
4074,47_1A,15,47_1A_15,RL,0,
4083,47_1C,15,47_1C_15,RL,0,
4092,47_2A,15,47_2A_15,RL,0,
4101,47_2B,15,47_2B_15,RL,0,
4110,47_4C,15,47_4C_15,RL,0,
4119,47_5B,15,47_5B_15,RL,0,
4128,47_5C,15,47_5C_15,RL,0,
4137,47_6B,15,47_6B_15,RL,0,
4146,48_2A,15,48_2A_15,RL,0,
4155,48_4A,15,48_4A_15,RL,0,
4164,48_4B,15,48_4B_15,RL,0,
4173,48_4C,15,48_4C_15,RL,0,
4182,48_4D,15,48_4D_15,RL,0,
4191,48_6A,15,48_6A_15,RL,0,
4200,48_6B,15,48_6B_15,RL,0,
4209,49_1B,15,49_1B_15,RL,0,
4218,49_1C,15,49_1C_15,RL,0,
4227,49_1D,15,49_1D_15,RL,0,
4236,49_3B,15,49_3B_15,RL,0,
4245,50_4A,15,50_4A_15,RL,0,
4254,50_4B,15,50_4B_15,RL,0,
4263,50_5C,15,50_5C_15,RL,0,
4272,50_6C,15,50_6C_15,RL,0,
4281,51_1D,15,51_1D_15,RL,0,
4290,51_3D,15,51_3D_15,RL,0,
4299,51_4B,15,51_4B_15,RL,0,
4308,51_4C,15,51_4C_15,RL,0,
4317,51_5B,15,51_5B_15,RL,0,
4326,51_6D,15,51_6D_15,RL,0,
4335,52_1A,15,52_1A_15,RL,0,
4344,52_1C,15,52_1C_15,RL,0,
4353,52_1D,15,52_1D_15,RL,0,
4362,52_2C,15,52_2C_15,RL,0,
4371,52_2D,15,52_2D_15,RL,0,
4380,52_3A,15,52_3A_15,RL,0,
4389,52_3D,15,52_3D_15,RL,0,
4398,52_4C,15,52_4C_15,RL,0,
4416,52_5C,15,52_5C_15,RL,0,
4425,52_6A,15,52_6A_15,RL,0,
4434,52_6B,15,52_6B_15,RL,0,
4443,52_6D,15,52_6D_15,RL,0,
4452,53_2A,15,53_2A_15,RL,0,
4461,53_3C,15,53_3C_15,RL,0,
4470,53_4B,15,53_4B_15,RL,0,
4479,53_5B,15,53_5B_15,RL,0,
4488,53_6A,15,53_6A_15,RL,0,
4497,53_6D,15,53_6D_15,RL,0,
4506,54_2B,15,54_2B_15,RL,0,
4515,54_3D,15,54_3D_15,RL,0,
4524,54_4B,15,54_4B_15,RL,0,
4533,54_4D,15,54_4D_15,RL,0,
4542,54_5A,15,54_5A_15,RL,0,
4551,54_5B,15,54_5B_15,RL,0,
4560,54_6A,15,54_6A_15,RL,0,
4569,54_6C,15,54_6C_15,RL,0,
4587,55_1B,15,55_1B_15,RL,0,
4596,55_1C,15,55_1C_15,RL,0,
4605,55_2A,15,55_2A_15,RL,0,
4614,55_3A,15,55_3A_15,RL,0,
4623,55_3C,15,55_3C_15,RL,0,
4632,55_3D,15,55_3D_15,RL,0,
4641,55_4A,15,55_4A_15,RL,0,
4650,55_4B,15,55_4B_15,RL,0,
4659,55_4C,15,55_4C_15,RL,0,
4668,55_4D,15,55_4D_15,RL,0,
4677,55_5A,15,55_5A_15,RL,0,
4686,55_5C,15,55_5C_15,RL,0,
4695,55_5D,15,55_5D_15,RL,0,
4704,55_6B,15,55_6B_15,RL,0,
4713,55_6C,15,55_6C_15,RL,0,
4722,55_6D,15,55_6D_15,RL,0,
4740,56_2D,15,56_2D_15,RL,0,
4749,56_3A,15,56_3A_15,RL,0,
4758,56_3C,15,56_3C_15,RL,0,
4767,56_4D,15,56_4D_15,RL,0,
4776,56_5A,15,56_5A_15,RL,0,
4785,56_6B,15,56_6B_15,RL,0,
4794,56_6C,15,56_6C_15,RL,0,
4803,57_4D,15,57_4D_15,RL,0,
4812,57_5B,15,57_5B_15,RL,0,
4830,57_6A,15,57_6A_15,RL,0,
4839,57_6C,15,57_6C_15,RL,0,
4848,58_1A,15,58_1A_15,RL,0,
4866,58_2D,15,58_2D_15,RL,0,
4875,58_3B,15,58_3B_15,RL,0,
4884,58_3C,15,58_3C_15,RL,0,
4893,58_5B,15,58_5B_15,RL,0,
4902,58_5D,15,58_5D_15,RL,0,
4920,59_1D,15,59_1D_15,RL,0,
4938,59_2C,15,59_2C_15,RL,0,
4947,59_5A,15,59_5A_15,RL,0,
4956,59_5D,15,59_5D_15,RL,0,
4965,60_1A,15,60_1A_15,RL,0,
4974,60_2B,15,60_2B_15,RL,0,
4992,60_3A,15,60_3A_15,RL,0,
5001,60_3D,15,60_3D_15,RL,0,
5019,61_1A,15,61_1A_15,RL,1,?
5028,61_1B,15,61_1B_15,RL,0,
5037,61_1D,15,61_1D_15,RL,0,
5055,61_2C,15,61_2C_15,RL,0,
5064,61_2D,15,61_2D_15,RL,0,
5073,61_3B,15,61_3B_15,RL,0,
5082,61_4A,15,61_4A_15,RL,0,
5091,61_4B,15,61_4B_15,RL,0,
5100,61_5B,15,61_5B_15,RL,0,
5109,61_5C,15,61_5C_15,RL,0,
5118,61_6A,15,61_6A_15,RL,0,
5127,61_6B,15,61_6B_15,RL,0,
5136,62_1A,15,62_1A_15,RL,0,
5145,62_2B,15,62_2B_15,RL,0,
5154,62_3C,15,62_3C_15,RL,0,
5163,62_4B,15,62_4B_15,RL,0,
5172,62_4C,15,62_4C_15,RL,0,
5181,62_4D,15,62_4D_15,RL,0,
5190,62_5D,15,62_5D_15,RL,0,
5199,63_1C,15,63_1C_15,RL,0,
5208,63_3B,15,63_3B_15,RL,0,
5217,63_4A,15,63_4A_15,RL,0,
5226,63_4C,15,63_4C_15,RL,0,
5235,63_4D,15,63_4D_15,RL,0,
5244,63_5D,15,63_5D_15,RL,0,
5253,63_6A,15,63_6A_15,RL,0,
5262,63_6C,15,63_6C_15,RL,0,
5271,64_1D,15,64_1D_15,RL,0,
5280,64_2A,15,64_2A_15,RL,0,
5289,64_2D,15,64_2D_15,RL,0,
5298,64_3A,15,64_3A_15,RL,0,
5307,64_4C,15,64_4C_15,RL,0,
5316,64_5B,15,64_5B_15,RL,0,
5325,64_5D,15,64_5D_15,RL,1,?
5334,65_1A,15,65_1A_15,RL,0,
5343,65_1C,15,65_1C_15,RL,0,
5352,65_2A,15,65_2A_15,RL,0,
5361,65_4A,15,65_4A_15,RL,0,
5370,65_4D,15,65_4D_15,RL,0,
5379,65_5A,15,65_5A_15,RL,0,
5388,65_6A,15,65_6A_15,RL,0,
5397,65_6B,15,65_6B_15,RL,0,
5406,65_6C,15,65_6C_15,RL,0,
5415,66_1A,15,66_1A_15,RL,0,
5424,66_2B,15,66_2B_15,RL,0,
5433,66_2C,15,66_2C_15,RL,0,
5442,66_2D,15,66_2D_15,RL,0,
5451,66_4A,15,66_4A_15,RL,0,
5460,66_4C,15,66_4C_15,RL,0,
5469,66_5A,15,66_5A_15,RL,0,
5478,66_5B,15,66_5B_15,RL,0,
5487,66_5D,15,66_5D_15,RL,0,
5496,66_6B,15,66_6B_15,RL,0,
5505,66_6C,15,66_6C_15,RL,0,
5514,67_1B,15,67_1B_15,RL,0,
5523,67_1C,15,67_1C_15,RL,0,
5532,67_2B,15,67_2B_15,RL,0,
5541,67_4B,15,67_4B_15,RL,0,
5559,67_6B,15,67_6B_15,RL,0,
5568,68_1A,15,68_1A_15,RL,0,
5577,68_2A,15,68_2A_15,RL,0,
5586,68_3A,15,68_3A_15,RL,0,
5595,68_3B,15,68_3B_15,RL,0,
5604,68_5D,15,68_5D_15,RL,0,
5613,68_6C,15,68_6C_15,RL,0,
5622,69_1A,15,69_1A_15,RL,0,
5631,69_1B,15,69_1B_15,RL,0,
5640,69_1D,15,69_1D_15,RL,0,
5649,69_2B,15,69_2B_15,RL,0,
5658,69_2C,15,69_2C_15,RL,0,
5667,69_3B,15,69_3B_15,RL,0,
5676,69_4A,15,69_4A_15,RL,0,
5685,69_4D,15,69_4D_15,RL,0,
5694,69_5B,15,69_5B_15,RL,0,
5703,69_6A,15,69_6A_15,RL,0,
5712,69_6B,15,69_6B_15,RL,0,
5721,69_6C,15,69_6C_15,RL,0,
5730,70_1A,15,70_1A_15,RL,0,
5739,70_1B,15,70_1B_15,RL,0,
5748,70_1D,15,70_1D_15,RL,0,
5757,70_2A,15,70_2A_15,RL,0,
5766,70_2B,15,70_2B_15,RL,0,
5775,70_2D,15,70_2D_15,RL,0,
5784,70_3B,15,70_3B_15,RL,0,
5793,70_4A,15,70_4A_15,RL,0,
5802,70_6D,15,70_6D_15,RL,0,
5811,71_1A,15,71_1A_15,RL,0,
5820,71_1B,15,71_1B_15,RL,0,
5829,71_1C,15,71_1C_15,RL,0,
5847,71_2C,15,71_2C_15,RL,0,
5856,71_3A,15,71_3A_15,RL,0,
5865,71_3B,15,71_3B_15,RL,0,
5874,71_3C,15,71_3C_15,RL,0,
5883,71_4B,15,71_4B_15,RL,0,
5892,71_4C,15,71_4C_15,RL,0,
5901,71_4D,15,71_4D_15,RL,0,
5910,72_2B,15,72_2B_15,RL,0,
5919,72_2C,15,72_2C_15,RL,0,
5928,72_3A,15,72_3A_15,RL,0,
5937,72_3B,15,72_3B_15,RL,0,
5946,72_4A,15,72_4A_15,RL,0,
5955,72_4C,15,72_4C_15,RL,0,
5964,72_4D,15,72_4D_15,RL,0,
5982,72_5B,15,72_5B_15,RL,1,?
5991,72_5C,15,72_5C_15,RL,0,
6009,72_6A,15,72_6A_15,RL,0,
6018,72_6C,15,72_6C_15,RL,0,
6027,72_6D,15,72_6D_15,RL,0,
6036,73_1B,15,73_1B_15,RL,0,
6045,73_1D,15,73_1D_15,RL,0,
6063,73_2D,15,73_2D_15,RL,0,
6072,73_3B,15,73_3B_15,RL,0,
6081,73_4A,15,73_4A_15,RL,0,
6090,73_4C,15,73_4C_15,RL,0,
6099,73_6A,15,73_6A_15,RL,0,
6108,73_6D,15,73_6D_15,RL,0,
6117,74_1B,15,74_1B_15,RL,0,
6126,74_1C,15,74_1C_15,RL,0,
6135,74_2B,15,74_2B_15,RL,0,
6144,74_3A,15,74_3A_15,RL,0,
6153,74_3D,15,74_3D_15,RL,0,
6162,74_4A,15,74_4A_15,RL,0,
6171,74_5D,15,74_5D_15,RL,0,
7,01_1D,17,01_1D_17,RL,0,
25,01_2C,17,01_2C_17,RL,0,
34,01_3D,17,01_3D_17,RL,0,
43,01_4A,17,01_4A_17,RL,0,
52,01_4D,17,01_4D_17,RL,0,
61,01_6C,17,01_6C_17,RL,0,
70,01_6D,17,01_6D_17,RL,0,
79,02_1C,17,02_1C_17,RL,0,
88,02_3B,17,02_3B_17,RL,0,
97,02_4B,17,02_4B_17,RL,0,
106,02_5A,17,02_5A_17,RL,0,
124,02_5D,17,02_5D_17,RL,0,
133,03_1C,17,03_1C_17,RL,0,
142,03_1D,17,03_1D_17,RL,0,
151,03_2C,17,03_2C_17,RL,0,
160,03_2D,17,03_2D_17,RL,0,
169,03_4A,17,03_4A_17,RL,0,
178,03_4D,17,03_4D_17,RL,0,
187,03_5D,17,03_5D_17,RL,0,
205,03_6C,17,03_6C_17,RL,0,
214,03_6D,17,03_6D_17,RL,0,
223,04_1C,17,04_1C_17,RL,0,
232,04_1D,17,04_1D_17,RL,0,
241,04_2A,17,04_2A_17,RL,0,
250,04_2C,17,04_2C_17,RL,0,
259,04_2D,17,04_2D_17,RL,0,
277,04_3C,17,04_3C_17,RL,0,
313,04_5D,17,04_5D_17,RL,0,
322,04_6A,17,04_6A_17,RL,0,
331,04_6B,17,04_6B_17,RL,0,
340,04_6D,17,04_6D_17,RL,0,
349,05_1D,17,05_1D_17,RL,0,
367,05_2D,17,05_2D_17,RL,0,
376,05_3B,17,05_3B_17,RL,0,
385,05_4B,17,05_4B_17,RL,0,
394,05_4D,17,05_4D_17,RL,0,
403,05_5C,17,05_5C_17,RL,0,
412,05_6B,17,05_6B_17,RL,0,
421,05_6C,17,05_6C_17,RL,0,
430,06_1A,17,06_1A_17,RL,0,
448,06_1C,17,06_1C_17,RL,0,
457,06_2A,17,06_2A_17,RL,0,
466,06_2D,17,06_2D_17,RL,0,
475,06_3A,17,06_3A_17,RL,0,
484,06_3B,17,06_3B_17,RL,0,
493,06_3C,17,06_3C_17,RL,0,
502,06_4A,17,06_4A_17,RL,0,
511,06_5A,17,06_5A_17,RL,0,
520,06_5C,17,06_5C_17,RL,0,
529,06_6A,17,06_6A_17,RL,0,
